15,μητσοτακης απαγορευσε τσιγαρο κυκλοφορια εκκλησια κολυμπι ξερω τωρα ακομα επιτρεπεται αναπνοη ξεφτιλα μεταναστευτικο αντικαπνιστικος μενουμε σπιτι απαγορευση κυκλοφοριας καραντίνα κορωνοιος κυβερνηση μητσοτακη νδ ξεφτιλες συριζα ξεφτιλες,4,2020-04-02 17:56:02 GTB Daylight Time,2,1,11,"['μεταναστευτικο', 'αντικαπνιστικος', 'μενουμε_σπιτι', 'lockdown', 'απαγορευση_κυκλοφοριας', 'καραντίνα', 'κορωνοιος', 'κυβερνηση_μητσοτακη', 'νδ_ξεφτιλες', 'συριζα_ξεφτιλες']"
16,χιλιάδες ζωές εξαρτώνται από κρίσιμες αποφάσεις ανθρώπων ξέρουν φορέσουν ούτε μάσκα κορωνοιος καραντινα κυβερνηση μητσοτακη κυβερνηση τσιρκο κοροναιος νδ θελατε νδ ρομπες,3,2020-04-02 17:52:45 GTB Daylight Time,1,2,3,"['κορωνοιος', 'καραντινα', 'κυβερνηση_μητσοτακη', 'κυβερνηση_τσιρκο', 'κοροναιος', 'covid_19gr', 'covid19', 'covid?19', 'νδ_θελατε', 'νδ_ρομπες']"
17,στ πέτσας είμαστε πιο κρίσιμη φάση πολέμου κορωνοϊός υγεία πανδημία κυβέρνηση,3,2020-04-02 15:14:36 GTB Daylight Time,0,0,0,"['naftemporiki', 'covid19', 'κορωνοϊός', 'υγεία', 'πανδημία', 'κυβέρνηση']"
18,μεταξύ είχε εδώ δίκιο άδωνις από βενζίνη κυριολεκτικά κατακρημνίστηκε στα κυβερνηση μητσοτακη κορωνοϊός,2,2020-04-02 14:48:33 GTB Daylight Time,0,0,0,"['άδωνις', 'κυβερνηση_μητσοτακη', 'κορωνοϊός', 'covid19']"
19,κορονοϊός γίνει μπάνιο θάλασσα εξετάζει κυβέρνηση κορονοιος κοροναιος κορωνοιος μενουμεσπιτι,1,2020-04-02 14:18:08 GTB Daylight Time,0,0,0,"['coronavirus', 'κορονοιος', 'κοροναιος', 'κορωνοιος', 'covid19gr', 'covid2019', 'covid19', 'μενουμεσπιτι', 'menoumespiti', 'menoume_spiti', 'stayhome']"
21,κορονοϊός εμπαιγμό κατηγορούν δικηγόροι κυβέρνηση κορονοιος κοροναιος κορωνοιος μενουμεσπιτι,1,2020-04-02 12:41:35 GTB Daylight Time,0,1,0,"['coronavirus', 'κορονοιος', 'κοροναιος', 'κορωνοιος', 'covid19gr', 'covid2019', 'covid19', 'μενουμεσπιτι', 'menoumespiti', 'menoume_spiti', 'stayhome']"
22,ισπανική κυβέρνηση σύμφωνα εφημερίδα διατηρήσει λουκέτο ποδόσφαιρο έως τελευταίο επίπεδο συναγερμού κορονοϊός,1,2020-04-02 11:42:20 GTB Daylight Time,0,0,0,"['coronavirus', 'covid19', 'covid_19', 'κορονοϊός']"
23,αποψη απρίλης σκληρότερος μήνας γράφει α δ παπαγιαννίδης κορωνοϊός οικονομία κυβέρνηση,3,2020-04-02 11:22:35 GTB Daylight Time,0,0,0,"['naftemporiki', 'covid19', 'κορωνοϊός', 'οικονομία', 'κυβέρνηση']"
24,κυβέρνηση της κροατομουσουλμανικής ομοσπονδίας της βοσνίας ερζεγοβίνης ανακοίνωσε πακέτο μέτρων ύψους εκατομμυρίων ευρώ τη στήριξη επιχειρήσεων νοικοκυριών κορονοϊός πανδημία,2,2020-04-02 11:16:43 GTB Daylight Time,0,0,0,"['covid19', 'covid2019', 'covid?19', 'coronavirus', 'κορονοϊός', 'πανδημία']"
25,γιούκον καναδά ζητούν από κυβέρνηση σταματήσει μεταλλεία λειτουργούν εκατοντάδες εργάτες κυλιόμενες βάρδιες γιατί είναι μεγάλος κίνδυνος μετάδοσης στις κοινότητες χαλκιδική είναι κίνδυνος,1,2020-04-02 10:50:35 GTB Daylight Time,0,15,14,"['covid19', 'skouries', 'covid19gr']"
27,βουλγαρία κορονοϊός κυβέρνηση προτείνει παράταση της κατάστασης έκτακτης ανάγκης βαλκάνια,1,2020-04-02 09:50:23 GTB Daylight Time,0,0,0,"['βαλκάνια', 'covid19', 'covid2019']"
28,δάσκαλοι προς κυβέρνηση επειγόντως ανοίξτε σχολεία προτού μαθητές μάθουν σκέφτονται εαυτό τους μενουμε σπιτι παρανοϊός,4,2020-04-02 09:50:10 GTB Daylight Time,0,0,0,"['μενουμε_σπιτι', 'παρανοϊός', 'covid19']"
29,κυβέρνηση της βουλγαρίας προτείνει παράταση της κατάστασης έκτακτης ανάγκης μέχρι μαΐου πλαίσιο μέτρων αντιμετώπιση της πανδημίας κορονοϊού κορονοϊός,1,2020-04-02 09:34:31 GTB Daylight Time,0,1,1,"['covid19bulgaria', 'κορονοϊού', 'covid19', 'covid2019', 'covid?19', 'coronavirus', 'κορονοϊός']"
30,κοιτάξτε εδώ νούμερα στις ηπα σήμερα δείτε ποσοστά αύξησης στις πολιτείες νότου πομπέο ανακοίνωσε ότι αμερικανική κυβέρνηση παίρνει υγειονομικό υλικό από ρωσία γιατί αποθέματα ηπα τελείωσαν εσυ μενουμεστοσπιτι,3,2020-04-02 07:15:33 GTB Daylight Time,0,0,1,"['εσυ', 'μενουμεστοσπιτι', 'covid19', 'covid19greece']"
31,μαλακες σκεφτομαι πλησιαζει επετειος χρονου διακυβερνησης ηγετη κυμ τρομαζω αλλο μας επιφυλλασει θεε μου γκαντεμοσαυρα κορονοιος πρωταπριλια κυβερνηση μητσοτακη απαγορευση κυκλοφοριας,4,2020-04-01 23:25:46 GTB Daylight Time,0,0,3,"['κορονοιος', 'covid19', 'πρωταπριλια', 'κυβερνηση_μητσοτακη', 'απαγορευση_κυκλοφοριας']"
32,υγεια στιγμη παιζεται στα παγκοσμια χρηματιστηρια ομολογα δημοσια υγεια κορωνοιος κυβερνηση βουλη,4,2020-04-01 18:40:15 GTB Daylight Time,0,5,9,"['δημοσια', 'υγεια', 'covid19', 'coronavirus', 'κορωνοιος', 'κυβερνηση', 'βουλη']"
34,ιταλική κυβέρνηση παρατείνει επίσημα μέτρα προστασίας μέχρι απριλίου μένουμε σπίτι,1,2020-04-01 16:15:30 GTB Daylight Time,0,0,1,"['covid_19italia', 'covid19italia', 'covid?19', 'italia', 'coronavirusitalia', 'covid19', 'covid2019', 'covid_19', 'coronavirus', 'μένουμε_σπίτι', 'stayathome', 'menoume_spiti', 'quarantine']"
35,αυστηρότερα μέτρα μελετά κυβέρνηση αλλάζει δυνατότητα εξόδου από σπίτι χρονική διάρκεια της βόλτας κοροναιος πανδημία,1,2020-04-01 16:12:00 GTB Daylight Time,0,0,0,"['covid19', 'κοροναιος', 'covid_19', 'πανδημία']"
36,αυστηρότερα μέτρα μελετά κυβέρνηση αλλάζει δυνατότητα εξόδου από σπίτι χρονική διάρκεια της βόλτας κοροναιος πανδημία,1,2020-04-01 16:11:50 GTB Daylight Time,0,0,0,"['covid19', 'κοροναιος', 'covid_19', 'πανδημία']"
37,γεννηματά κυβέρνηση πρώτα βλέπει συνωστισμό αντιδρά κορωνοϊός κιναλ,3,2020-04-01 16:00:13 GTB Daylight Time,3,1,1,"['γεννηματά', 'naftemporiki', 'covid19', 'κορωνοϊός', 'κιναλ', 'kinima_allagis']"
38,κυβέρνηση πρώτα βλέπει συνωστισμό αντιδρά μένουμε σπίτι απαγόρευσηκυκλοφορίας,3,2020-04-01 15:48:06 GTB Daylight Time,1,1,4,"['covid_19gr', 'covid19', 'covid2019', 'covid_19', 'coronavirus', 'μένουμε_σπίτι', 'stayathome', 'menoume_spiti', 'απαγόρευσηκυκλοφορίας']"
39,αυστηρότερους περιορισμούς στις μετακινήσεις αποφάσισε κυβέρνηση γράφει γιάννης καμπουράκης κορωνοϊός μετακινήσεις κυβέρνηση,1,2020-04-01 15:27:52 GTB Daylight Time,1,0,0,"['naftemporiki', 'naftemporiki', 'covid19', 'κορωνοϊός', 'μετακινήσεις', 'κυβέρνηση']"
40,αυτά χωράνε οπαδικά αυτή τη στιγμή μπροστά ανθρωπιστική κρίση έρχεται προέχει στήριξη εργαζομένων δημόσιου συστήματος υγείας μπράβο κυβέρνηση πάνω απ όλα άνθρωποι μενουμεσπιτι κοροναιος,2,2020-04-01 15:20:16 GTB Daylight Time,5,10,32,"['covid19', 'μενουμεσπιτι', 'κοροναιος']"
41,καναλάρχες διαβάζουν σκέφτονται κυβέρνηση βασιλικότερη βασιλέως ούτε πρότεινε καν,4,2020-04-01 15:14:02 GTB Daylight Time,0,0,0,['covid19']
42,μητσοτάκης κάναμε πράξη ηθική της ατομικής ευθύνης κορωνοϊός υγεία πανδημία κυβέρνηση,1,2020-04-01 15:11:21 GTB Daylight Time,1,0,1,"['μητσοτάκης', 'naftemporiki', 'covid19', 'κορωνοϊός', 'υγεία', 'πανδημία', 'κυβέρνηση']"
44,άρχισαν μια ζητάνε μοιράζει κυβερνηση χρήμα τσουβάλι άλλη οχι μνημόνια κτλ λεφτοδεντρο μοιράζει ρε ανεύθυνα βρωμοκομμουνια προδότες,4,2020-04-01 14:42:05 GTB Daylight Time,0,0,0,"['syriza_xeftiles', 'covid19']"
45,υπήρχε έπρεπε εφεύρουμε εβρος μεταναστευτικό απαγορευση κυκλοφοριας μμε παραιτηθειτε ανικανοι νδ θελατε κυβερνηση τσιρκο έχουμε πολλα χαλια,1,2020-04-01 14:32:36 GTB Daylight Time,0,0,0,"['covid_19', 'stayhome', 'εβρος', 'μεταναστευτικό', 'menoumespiti', 'lockdown', 'απαγορευση_κυκλοφοριας', 'noor1', 'novartis', 'μμε', 'παραιτηθειτε_ειστε_ανικανοι', 'νδ_θελατε', 'κυβερνηση_τσιρκο', 'le_petit_koulis', 'έχουμε_πολλα_χαλια']"
47,κυβέρνηση τομέα της υγείας κάνει όσα μπορεί όσα πρέπει μένουμεσπίτι απαγορευσηκυκλοφοριας,2,2020-04-01 13:47:06 GTB Daylight Time,1,0,0,"['covid_19gr', 'covid19', 'covid2019', 'covid_19', 'coronavirus', 'μένουμεσπίτι', 'stayathome', 'menoume_spiti', 'απαγορευσηκυκλοφοριας']"
48,κυβέρνηση εξετάζει μια σύσφιξη χρόνο μετακινήσεων μένουμεσπίτι απαγόρευσηκυκλοφορίας,1,2020-04-01 13:32:26 GTB Daylight Time,1,1,2,"['covid_19gr', 'covid19', 'covid2019', 'covid_19', 'coronavirus', 'μένουμεσπίτι', 'stayathome', 'menoume_spiti', 'απαγόρευσηκυκλοφορίας']"
49,ερώτηση της εο κκε προς κυβέρνηση πριμοδοτεί ανεξέλεγκτη δράση μονοπωλίων βάρος περιβάλλοντος της δημόσιας υγείας μένουμεσπίτι,4,2020-04-01 12:58:30 GTB Daylight Time,1,0,0,"['κκε', 'covid19', 'covid_19gr', 'covid2019', 'covid_19', 'coronavirus', 'μένουμεσπίτι', 'stayathome', 'menoume_spiti']"
50,περιορισμοί μετακινήσεων επόμενα βήματα εξετάζει κυβέρνηση κορωνοϊός κυβέρνηση μετακινήσεις,1,2020-04-01 12:54:14 GTB Daylight Time,0,0,2,"['naftemporiki', 'covid19', 'κορωνοϊός', 'κυβέρνηση', 'μετακινήσεις']"
51,νέα δέσμη μέτρων ύψους δισ ευρώ τη στήριξη της τοπικής οικονομίας ανακοίνωσε κυβέρνηση της σλοβενίας κορονοϊός πανδημία,2,2020-04-01 12:13:47 GTB Daylight Time,0,0,0,"['covid19', 'covid?19', 'covid2019', 'covid_19', 'coronavirus', 'coronavirusoutbreak', 'κορονοϊός', 'πανδημία']"
52,γαλλία γιατροί μήνυσαν κυβέρνηση τους ψευδείς ισχυρισμούς της ότι ήταν έτοιμη αντιμετωπίσει επιδημία κορωνιος,1,2020-04-01 12:12:32 GTB Daylight Time,0,0,0,"['γαλλία', 'κορωνoιος', 'covid19']"
53,όσο ασχολούμαστε καθόμαστε κλεισμένοι σπίτια μας κυβέρνηση της άλλα παιδιά συνεχίζουν ακάθεκτοι λαθροεπικισμο της χώρας ότι αφροασιατη ξεβράσει θάλασσα νδ νδ μκο,4,2020-04-01 11:51:30 GTB Daylight Time,0,7,9,"['covid19', 'νδ_no_borders', 'νδ_μκο']"
54,επίδομα οποίο μέρες ούτως ή άλλως αρκεί δικαιούνται μέλη μικρών επιχειρήσεων οε πάνω από εργαζόμενους αλλά παίρνουν ποδοσφαιριστές α εθνικής μέτρα στήριξης από κυβερνηση μητσοτακη επιδομα νδ θελατε,4,2020-04-01 08:31:14 GTB Daylight Time,0,1,2,"['κυβερνηση_μητσοτακη', 'επιδομα800', 'covid?19', 'lockdown', 'νδ_θελατε']"
55,κούβα αναστέλλει αφίξεις διεθνών πτήσεων πλαίσιο μέτρων αποτραπεί περαιτέρω εξάπλωση της πανδημίας κορονοϊού παράλληλα κυβέρνηση ανακοίνωσε ακύρωση της γιορτής της εργατικής πρωτομαγιάς αβάνα,1,2020-04-01 07:56:52 GTB Daylight Time,0,1,4,"['κορονοϊού', 'covid19', 'covid?19']"
56,διαβάζοντας απορία κάποιων μικρό αριθμό κρουσμάτων ρωσία συγκρατώ βίας ένα νευρικό γέλιο ενθυμούμενος επί τσερνόμπιλ ρωσική σοβιετική κυβέρνηση δήλωνε δύο νεκρούς,4,2020-04-04 22:51:53 GTB Daylight Time,19,75,457,['covid19']
57,σύμφωνα κυβερνηση μητσοτακη όχι μόνο έχουν εκλείψει λόγοι αναστολής υποβολής ασύλου αλλά γίνουν αποδεχτές αναδρομικά εν μέσω γαλαζαίοι οπαδοί αδιαφορούν κλειστά σύνορα μας έταξαν,4,2020-04-04 22:08:27 GTB Daylight Time,0,0,0,"['κυβερνηση_μητσοτακη', 'lockdown', 'coronavirus']"
58,συγγνωμη εχουμε κανει μονο τεστ ρε παιδια κοροιδευομαστε εχουν ιδεα κατασταση ιο χωρα κυβερνηση τσιρκο,4,2020-04-04 21:27:49 GTB Daylight Time,0,0,4,"['κυβερνηση_τσιρκο', 'coronavirus', 'covid19']"
61,αντιπολιτευτική επίθεση ζαιοτρολλς δουλεύει καλά είναι θέμα ημερών πέσει κυβέρνηση κράτα γερά τσίπρα νδ ξεφτιλες μενουμεσπιτι μενουμε σπιτι κυβερνηση τσιρκο,4,2020-04-04 20:00:33 GTB Daylight Time,2,3,9,"['νδ_ξεφτιλες', 'μενουμεσπιτι', 'μενουμε_σπιτι', 'κυβερνηση_τσιρκο', 'covid19']"
62,ισπανική κυβέρνηση ζητήσει από κοινοβούλιο εγκρίνει παράταση της κατάστασης έκτακτης ανάγκης λόγω δύο εβδομάδες από έως απριλίου,1,2020-04-04 19:57:05 GTB Daylight Time,0,0,0,['covid19']
63,κυβέρνηση έχει παραγγείλει χρειαστούν περισσότερα από χωρίς τεστ μπορείς χαράξεις,1,2020-04-04 19:55:03 GTB Daylight Time,0,0,2,['covid19']
65,σπιτι πατουλη τρώνε χρυσά κουτάλια είμαι βέβαιη ότι πολι γιώργου είναι χρυσό νδ ξεφτιλες μενουμεσπιτι μενουμε σπιτι κυβερνηση τσιρκο,4,2020-04-04 19:07:02 GTB Daylight Time,10,9,52,"['νδ_ξεφτιλες', 'μενουμεσπιτι', 'μενουμε_σπιτι', 'κυβερνηση_τσιρκο', 'covid19']"
66,σφαίρα δεχτώ νοσοκομείο πάω κοντοζαμάνης μάς είπε ότι μειώθηκαν επισκέψεις επειδή λειτουργούν καλύτερα κέντρα υγείας γτσσγ κυβερνηση μητσοτακη καραντινα,4,2020-04-04 18:38:34 GTB Daylight Time,0,0,0,"['κοντοζαμάνης', 'κυβερνηση_μητσοτακη', 'καραντινα', 'covid19']"
67,ξέρατε παιδιά νομίζετε ότι άλλα κράτη γίνονται περισσότερα τεστ είναι αλήθεια είπε τσιόδρας στρατηγός ψάλτης γτμτμσγ κυβερνηση μητσοτακη καραντινα,4,2020-04-04 18:35:03 GTB Daylight Time,1,0,1,"['τεστ', 'τσιόδρας', 'κυβερνηση_μητσοτακη', 'καραντινα', 'covid19']"
68,ξεχάσετε τους ξανα ψηφίσετε παιδιά κυβερνηση μητσοτακη κορωνοϊός,4,2020-04-04 18:01:03 GTB Daylight Time,0,0,0,"['κυβερνηση_μητσοτακη', 'κορωνοϊός', 'covid19']"
69,στέλιο κοίτα κόψεις εξυπνάδες ειδικά πάτε χούντα όπως ανακοίνωσες σήμερα ακυρώσετε χειρόγραφες βεβαιώσεις μείνετε ιστορία ως εκλεγμένη κυβέρνηση τη συντομότερη θητεία,4,2020-04-04 17:03:37 GTB Daylight Time,0,0,0,"['neadimokratia', 'syriza', 'mitsotakis', 'covid19', 'covidgreece', 'dictatorship']"
70,θεσσαλονίκη κλείνουν παραλία σέιχ σου βοηθούμενοι από μμε ξεφτίλες αλλά αφήνουν ανοιχτό εργοστάσιο οποίο υπάρχει επιβεβαιωμενο κρούσμα κορονοιος κυβερνηση τσιρκο,4,2020-04-04 16:59:16 GTB Daylight Time,1,11,15,"['μμε_ξεφτίλες', 'covid19', 'κορονοιος', 'κυβερνηση_τσιρκο']"
71,καλωσήρθατε μεσαίωνα κορονοιος μενουμε σπιτι κυβερνηση τσιρκο χαρδαλιας μητσοτακης,4,2020-04-04 16:50:33 GTB Daylight Time,1,0,3,"['κορονοιος', 'covid2019', 'μενουμε_σπιτι', 'κυβερνηση_τσιρκο', 'lockdown', 'coronavirus', 'χαρδαλιας', 'μητσοτακης']"
72,υπεύθυνη κυβέρνηση κυβέρνηση κρούσματα τους θανάτους κυβέρνηση ίδιος πρωθυπουργός υπουργός υγείας αρρώστησαν όλα αυτά αθανασίου είναι υπευθυνότητα είναι όταν υπολογίζεις μόνο μενουμε σπίτι,4,2020-04-04 15:38:31 GTB Daylight Time,0,2,8,"['μενουμε_σπίτι', 'covid19']"
73,πειθαρχειτε καποιοι μετρα ξεκαθαρα ψαχνεται κατακαραδημοκρατικη κυβερνηση μητσοτακη μαλιστα στρεφει τους μεν εναντια στους χρησιμοι ηλιθιοι διαιρειν βασιλευε δουλευουν καλα νδ ξεφτιλες μενουμε σπιτι απαγορευση κυκλοφοριας καραντίνα,4,2020-04-04 15:19:29 GTB Daylight Time,1,0,10,"['κυβερνηση_μητσοτακη', 'νδ_ξεφτιλες', 'μενουμε_σπιτι', 'lockdown', 'απαγορευση_κυκλοφοριας', 'καραντίνα']"
75,όταν βασικό σου πρόβλημα είναι αλλά ηλιθιότητα της δημοσιογραφίας ευρώ κυβερνηση τσιρκο αρδ μενουμεσπιτι,4,2020-04-04 12:53:14 GTB Daylight Time,0,0,0,"['covid19', 'κυβερνηση_τσιρκο', 'αρδ', 'μενουμεσπιτι']"
76,νέα μέτρα σχέση μετακινήσεις φέρει επόμενα ωρα κυβέρνηση κορωνοϊος πανδημια,1,2020-04-04 10:30:07 GTB Daylight Time,0,0,0,"['κορωνοϊος', 'πανδημια', 'coronavirus', 'covid19', 'covid19gr', 'newpost']"
77,ένεση ρευστότητας αγορά ύψους δισ ευρώ ετοιμάζει κυβέρνηση κορωνοϊος πανδημια,2,2020-04-04 10:10:03 GTB Daylight Time,1,0,3,"['κορωνοϊος', 'πανδημια', 'coronavirus', 'covid19', 'covid19gr', 'newpost']"
78,γιατι εχω νευρα σημερα πεθανα μεταναστευτικο μενουμε σπιτι απαγορευση κυκλοφοριας καραντίνα κυβερνηση μητσοτακη νδ ξεφτιλες,3,2020-04-04 10:08:36 GTB Daylight Time,1,0,5,"['μεταναστευτικο', 'μενουμε_σπιτι', 'lockdown', 'απαγορευση_κυκλοφοριας', 'καραντίνα', 'κυβερνηση_μητσοτακη', 'νδ_ξεφτιλες']"
81,λέσβος δεκάδες πρόσφυγες έλεος της πανδημίας κυβέρνηση τοπικοί φορείς νίπτουν χείρας επιμελώς,1,2020-04-03 21:20:07 GTB Daylight Time,0,3,1,"['moria', 'lesbos', 'greece', 'refugeecrisis', 'humanrights', 'covid19gr', 'coronavirus', 'covid19']"
82,μητσοτακης τολμα τολμησε κανεις βημα βημα καταπατα βασικοτερα ανθρωπινα δικαιωματα καλο μας μεταναστευτικο μενουμε σπιτι απαγορευση κυκλοφοριας καραντίνα κυβερνηση μητσοτακη νδ ξεφτιλες,4,2020-04-03 20:12:13 GTB Daylight Time,1,0,4,"['μεταναστευτικο', 'μενουμε_σπιτι', 'lockdown', 'απαγορευση_κυκλοφοριας', 'καραντίνα', 'κυβερνηση_μητσοτακη', 'νδ_ξεφτιλες']"
83,ελβετία κυβέρνηση διευρύνει εξουσίες της προκειμένου αναγκάσει εταιρίες κατασκευάσουν εξοπλισμό τη μάχη της κορονοϊός,1,2020-04-03 18:48:20 GTB Daylight Time,1,3,4,"['ελβετία', 'covid_19', 'κορονοϊός', 'covid_19', 'covid2019', 'coronavirus', 'covid19']"
84,επιτελους ερχεται σ μας δει λιγο σπιτακι μας μεταναστευτικο μενουμε σπιτι απαγορευση κυκλοφοριας καραντίνα κυβερνηση μητσοτακη νδ ξεφτιλες,4,2020-04-03 18:33:38 GTB Daylight Time,0,0,4,"['μεταναστευτικο', 'μενουμε_σπιτι', 'lockdown', 'απαγορευση_κυκλοφοριας', 'καραντίνα', 'κυβερνηση_μητσοτακη', 'νδ_ξεφτιλες']"
85,πρέπει συγκρίνουμε ελλάδα ισπανία ας τη συγκρίνουμε χώρες της βαλκανικής τρίτη χειρότερη επίδοση κορωνοιος κυβερνηση τσιρκο λογαριαστουμε,3,2020-04-03 18:29:42 GTB Daylight Time,0,3,5,"['κορωνοιος', 'covid19', 'κυβερνηση_τσιρκο', 'θα_λογαριαστουμε_μετα']"
86,λαθροσιχαματα σκανε απ ριτσωνα τοσα κρουσματα κορωνοιος πιανουν γυριζουν πισω ουτε λογος αρι προστιμο ελληνες μεταναστευτικο μενουμε σπιτι απαγορευση κυκλοφοριας καραντίνα κυβερνηση μητσοτακη νδ ξεφτιλεςαγαπητοι,4,2020-04-03 17:32:48 GTB Daylight Time,3,1,14,"['κορωνοιος', 'μεταναστευτικο', 'μενουμε_σπιτι', 'lockdown', 'απαγορευση_κυκλοφοριας', 'καραντίνα', 'κυβερνηση_μητσοτακη', 'νδ_ξεφτιλεςαγαπητοι']"
