tweet,label,#pos,#neg
δεν πειθαρχειτε καποιος μετρας ξεκαθαρα ψαχνομαι κατακαραδημοκρατικη μαλιστα στρεφει μεν εναντιος δε χρησιμοι ηλιθιος διαιρειν βασιλευε δουλευω καλα ξεφτιλες μενω σπιτι απαγορευση κυκλοφοριας καραντινα,4,1,0
οταν βασικος προβλημο δεν ηλιθιοτηα δημοσιογραφιας ευρω τσιρκο αρδ μενουμεσπιτι,4,0,0
νεος μετρας σχεση μετακινησει φερω επομενο ωρο πανδημιος,1,0,0
ενεση ρευστοτητας αγορο υψου δισ ευρω ετοιμαζω πανδημιος,2,0,0
γιατι δεν εχω νευρο σημερα πεθανα μεταναστευτικο μενω σπιτι απαγορευση κυκλοφορια καραντινα ξεφτιλες,3,1,0
λεσβος δεκαδες προσφυγα ελεος πανδημιας τοπικοι φορει νιπτουν χειρα επιμελως,1,0,1
τολμα δεν τολμησε κανεις βημας βημας καταπατα βασικοτερος ανθρωπινος δικαιωματο καλος μεταναστευτικο μενω σπιτι απαγορευση κυκλοφορια καραντινα ξεφτιλες,4,2,0
ελβετια διευρυνω εξουσιες προκειμενος αναγκασω εταιριε κατασκευασουν εξοπλισμο μαχη,1,0,0
επιτελου ερχομαι δω λιγος σπιτακι μεταναστευτικο μενω σπιτι απαγορευση κυκλοφορια καραντινα ξεφτιλες,4,1,0
δεν πρεπει συγκρινω ελλαδα ισπανια ας συγκρινω χωρε βαλκανικης τριτη χειροτερη επιδοση τσιρκο λογαριαστουμε,3,0,0
λαθροσιχαματα σκανε απ ριτσωνος τοσος κρουσματο πιανω γυριζω πισω ουτε λογο αρι προστιμο ελληνες μεταναστευτικο μενω σπιτι απαγορευση κυκλοφορια καραντινα ξεφτιλεςαγαπητοι,4,1,1
περηφανο συμμετεχω δυσκολη ωρο εμπρακτος συστρατευομαι μαζι αλλες εταιριε τεχνολογια κυπριακη ενισχυση συστημα υγεια χωρα,2,1,1
αγαπητος συγκρατουμενοι μηπως υπολογησε κανεις ληγει ποινη εριξε αυτος κατακαραδημοκρατης σαδιστης ψηφιζατε μεταναστευτικο μενω σπιτι απαγορευση κυκλοφορια καραντινα ξεφτιλεςαγαπητοι,4,1,2
σπιρτζης αφησω δογματισμους επιδοτησει εργασι εργασιακο συριζας,1,0,0
δραγασακης αλλαξω ροτα εργασιακο συριζας,1,1,0
βρετανια διαγραφω χρεη εσυ υπερβαση,1,0,0
παρουσιαση αυλη συνταγογραφησης μια πρωτοβουλιας κερδιζω ολος πανδημιος υγει,2,0,0
υπεξ τελετη συμπαραστασης ελλαδας ιταλια πανδημιος υγει,2,0,0
παντως πιο γρηγορα αντανακλαστικα δεν πρεπει εχει υπαρξω ξανα λαθρομεταναστευτικο ακολουθουσε φωνη πολιτη ηταν λαθρομεταναστευτικο,2,0,0
κροατιας ενεκρινε νεα μετρας στηριξη επιχειρησεα εργαζομενο πληττομαι κριση κορονοιου πανδημιος,2,0,0
πυλος νεο περιοριστικα μετρας σεναρι εξεταζει γινω εξοδο πασχα,1,0,0
περιοριστικα μετρας ασυνεπεις στοχαστρο κυβερνηση πετσας,1,0,0
πετσας μετρας παρω ασυνεπεις ωστε συνεπει μην νιωσω περιοριζομαι περαιτερω,1,0,0
δεν μπορειτε πειτε λειπω διαφημισει πασχο αθλιε κορονιος,3,0,0
οταν χαριζω εκατομμυριο ετησια τελη συχνοτητων καλυπτω λαιβ χαλαουα λογαριαστουμε μεταδοση μηνυματα κοινωφελους ενημερωση νομο υποχρεωτικη,4,0,1
ελλειψη προστατευτικων μεσα νοσοκομεια αναγκασε μαχομενο υγειονομικο προσωπικο ανεβει καγκελα αντιμετωπιζομαι παραδοσιακο μικροπολιτικο τροπο επικοινωνιακο λογαριαστουμε μασκε,1,0,0
πηρε πισω αποφαση μην πληρωσω υπαλληλου δινω υποχρεωτικη αδειας εκμεταλλευομενη σχετικη ρυθμιση περασε λογω κορνοιου ζητησε δημοσιος συγγνωμη αρχικη σταση,2,1,2
ελλαδας επικαιροτητας υγει βολτας νοσοκομειο σωτηρια παραδωσω υλικο ωρο δημοσιος συστημας υγεια στεναζει,1,0,0
αυτος χαρδαλια περα απ σωζει διαχειριζομαι κρισει ασχολειται αντικειμενο ασχολιας ηρεμα ρωταω μενω ψευτες τσιρκο απατεωνες,4,0,1
παρεις ευρω κουλη λιγες μερε τσιρκο μενουμεστοσπιτι,1,0,0
κωστας τσιαρας αποφασιστικοτητος ταχυτητας αντεδρασε ελληνικη εξαπλωση κοροναιος μενουμεσπιτι,2,0,0
γιατι καθημερινη κυβερνητικη προπαγανδα δεν βαζω εναν στατιστικολογο τσιορδα ηρεμα ρωταω μενουμεορθιοι μενω ψευτες τσιρκο ξεφτιλες,4,0,0
φυτειας αναγνωσμα δημοσιογραφοι εκλογα πολιτα,1,0,0
απελυσα κανα δυο χιλιαδε ψωμι αλατι ας παν ευχη παλια μασκαραδες τσιρκο μεταθαλογαριαστουμε,4,0,0
τσιοδρας,1,0,0
σαμαρα εκλεομαι νοσοκομεια θυμαστε κυριε γεωργιαδη τελευταια ετια μειωθηκε χρηματοδοτηση προς νοσοκομεια δις κοροναιος μενω σπιτι απαγορευση κυκλοφορια,4,1,0
δεν εχω ξαναζησω κατι τοσο εφιαλτικος οσον αφορα ενημερωση,3,0,0
νοσ σωτηριος παραδοθηκαν χιλιαδε μασκες εξοπλισμο ευχαριστω πρωθυπουργος υγει,2,0,0
ευσημας εκαβ κατασταση μεγιστης ετοιμοτητας εργαζομενοι υγεια,2,0,0
νοσοκομειο σωτηριος υγει,1,0,0
εχω δεν αξιζω εχω αντιπολιτευση δεν αξιζω μενουμεορθιοι τσιρκο μενω σπιτι,4,1,0
καλομαι γραμμη ψυχολογικης υποστηριξη χρειαζομαι βοηθειας υγεια,1,0,0
μεταφορες προιοντο φορτηγα αεροπλανος πλοιας τρενας εχουν διαταραχθει αντιμετωπιζω ελλειψει εταιρεια επομενη μερο,1,0,0
ποσο απλωθει διχτυ προστασια μεχρι καλοκαιρι οικονομιος πετσας,1,0,0
εχουμεπολεμο οταν τελειωσω εχω επιπτωσει πολεμο κουλη κανω εκλογα ωστε δυσκολα οικονομικος μετρας παρω μια συνεργασια απλης αναλογικης κορονιος θεσσαλονικης συριζα τσερνομπιλ,3,0,0
δημητρης σιοβας ισπανικη δεν ελαβε εγκαιρα μετρας,3,0,0
μεταφορες προιοντο φορτηγα αεροπλανος πλοιας τρενας εχουν διαταραχθει αντιμετωπιζω ελλειψει εταιρεια επομενη μερο,1,0,0
υγει ελλαδα επικαιροτητας κορονιος εργ ς δημοσιος δωρεαν υγεια ολος λαο καλυψη τωρο ολος αναγκα εσυ,2,0,0
πετσας φρεναραμε ιο δεν επιτρεπομαι εφησυχασμος πανδημιος υγει,2,0,0
αγορασω κοινος ευρωπαικες κυβερνησει πατεντε τεστ εμβολιο πανδημιος υγει,2,0,0
νεος μετρας μαΐου αυριανο γραφει γιαννης καμπουρακης οικονομια πανδημιος,1,0,0
μεταφορες προιοντο φορτηγα αεροπλανος πλοιας τρενας εχουν διαταραχθει αντιμετωπιζω ελλειψει εταιρεια επομενη μερο,1,0,0
παραταση μετρα περιορισμο κυκλοφορια τουλαχιστον αλλες δυο εβδομαδα στοχος προφυλαξη πληθυσμο ανακοινωσε σλοβενιας πανδημιος,1,0,0
δλδ περιπου μηνα απληρωτοι ζητω πρωτη γραμμη δεν εχω μεσα ατομικης προστασια γαντια μασκες αντισηπτικα κλπ βγαινω κατηγορω λεγω ψευδομαι πληρωμενοι βοηθειας σπιτι,4,1,0
στηριξη εχω δεχθω πρωτογενης τομεα χωρα πασχα μια πολυ κρισιμη περιοδο κτηνοτροφους κτηνοτροφοι,3,0,0
σημερα οφειλει βαλω πλατη στηριξει εργαζομενου επιχειρησει οχι μαιο ιουνιο πολλε εκ επιχειρησεα δε εχω ενδεχομενως δυνατοτηα ανοιξω παλι,4,0,1
επιδοτω ανεργια επιδοτω αναστολες συμβασεο βλεπω γαλλια επιδοτω μισθος ιδιωτικος τομεο πορτογαλια ισπανια επιδοτω μισθα εργαζομενοι,4,0,0
κανω σαν μη βλεπω χιλιαδε μακροχρονια ανεργου αυτης χωρα χιλιαδες οικογενειε στιγμη δεν εχω κανενα εσοδο πουθενα ανεργοι,3,0,1
κεντρικος δελτιο ειδησεα ενα κεντρικης ελλαδας γιαννη βουτσινο συνεπεια εχω επιφερει εξαρση πανδημιας κορονοιου ενεργεια κυβερνηση συριζας,1,0,1
θανατοι βρετανια μπορουσαν φθασω μεταξυ λεω επιστημονα συνεργαζομαι βρετανικη πανδημιος βρετανια,1,0,0
εγκληματικη αδιαφοριας δειχνω ελληνες παραγωγου ανοιξη δηλαδη αρχη καλλιεργητικης περιοδο δεν στηριχθει αμεσα πρωτογενης τομεα πεινασουμε,4,0,1
εκτακτος κινητες βομβε λαθρομεταναστες λεγαμε φωναζαμε ως δεν ακουγε κρουσμα δομη μαλακασας κεντρο πρωι καραντινα θετικος βρεθηκε ενας χρονο αφγανισταν,3,1,0
ζωη θεμα δεν κρατας καλος χαρτιας παιζω καλα ενα ασχημος φυλο καραντινα απαγορευση κυκλοφορια,1,0,1
υπουργο οικονομικο χρηστος σταικουρας εξηγησε μπορω διατηρησω πακετο μετρα μαιο ιουνιο πανδημιος,1,0,0
πιο αυστηρος μετρας μετακινησει μπλοκο παντου τσουχτερος προστιμας παραβατες μεσω χρηστη μενουμεστοσπιτι,1,0,0
επιτρεπομαι ντελιβερι οχι μεταφερθω αγιο φως πορτας πορτας πολλες κλωτσια ντροπη μενουμεστοσπιτι,4,0,2
δεν φταινε δημοσιογραφοι ρε παιδιας λεω τοσος χρηματας πεσω διαθεση ριξει αγορο υγεια δεν εχω μη τριβω χεριο μη πω μια καλη κουβεντο ολους ομορφους βλεπω τοσος λεφτας,4,1,0
μεταφορες προιοντο φορτηγα αεροπλανος πλοιας τρενας εχουν διαταραχθει αντιμετωπιζω ελλειψει εταιρεια επομενη μερο,1,0,0
εκτακτος κωδικου φετος ανασταση πασχα καραντινα,1,0,0
τομυ ηταν αντιπολιτευση ηταν σοβιετικου τυπο τωρο χρησιμες ερε δουλεμα απαγορευσηκυκλοφοριας κοροναιος μενουμεστοσπιτι λογαριαστουμε ξεφτιλες,4,0,0
ας λέω καποιος υπουργο καρδια αρθρο αναφερομαι μετρας κοινωνικα εξαπλωση εφερε ως παραδειγμας ισπανια εργασιακος μετρας πηρε σαντσεθ υπερ εργαζομενος επιχειρησεα,4,0,0
επιμενω πολιτικη αδρανεια εχω σφιχταγκαλιασω δηλαδη ατζεντα σεβ οποια ασυμβατη συμφεροντα ελληνικης οικονομια μικρης μεσαια επιχειρηματικοτητας παππας μενουμεορθιοι συριζας,3,0,0
επιμενω πολιτικη αδρανεια εχω σφιχταγκαλιασω δηλαδη ατζεντα σεβ οποια ασυμβατη συμφεροντα ελληνικης οικονομια μικρης μεσαια επιχειρηματικοτητας παππας μενουμεορθιοι συριζας,3,0,0
συγχαρητηρια τζεφρι παιατ ελληνικη διαχειριση κριση κοροναιος μενουμεσπιτι,2,0,0
ελλαδας επικαιροτητας εκπαιδευση παιδει προθεσμιες υπουργειου πετανε εξω τηλεκπαιδευση χιλιαδε παιδιας,3,0,1
δηλαδη αλλο αητο προτεινει γυρναμε γυρω γυρω χρονιας ακολουθωντας κουλη μωυση μεχρι βρω γη επαγγελια ελα πορτοκαλιο τοπο σουργελα τσιρκο μενω σπιτι,4,1,0
μια προκηρυξη απολυτως εικονικη ενα παραθυρακι βρηκε βολεψει ελευθερους επαγγελματια,4,0,0
μια προκηρυξη απολυτως εικονικη ενα παραθυρακι βρηκε βολεψει ελευθερους επαγγελματια,4,0,0
στηριξει οικονομιος χρειαστει,2,0,0
τζανακοπουλος οφειλει ασχοληθω καταγγελια νοσοκομειακου προσωπικο κοροναιος μενουμεσπιτι,1,0,0
δρασουμε ιουλιος αυγουστος μετρας οποια πρεπει ληφθω πολλαπλασιας δε εχω ιδιος αποτελεσματο θεμα εργασια στραβα αρμενιζει εργασιακα οικονομιος συριζας μενουμεορθιοι,3,0,0
κικιλιας μεχρι στιγμη επιδημιολογικα δεδομενο δικαιωνω πανδημιος υγει,2,0,0
θελω αφησω ουσιαστικη παρακαταθηκη ολους πολιτα πανδημιος υγει,2,0,0
λογαριαστουμε λενε συριζαιος γιατι τωρο δεν προλαβαινουν εχω φαΐ φωτιο κορονιος,1,0,0
οφειλει ασχοληθω καταγγελια νοσοκομειακο προσωπικο νοσοκομεια,3,0,0
τηλεδιασκεψη σακελλαροπουλου πειθαρχια μετρας ωστε μαιος καλυτερος απριλιος πανδημιος υγει πτδ,2,0,0
καμια χαλαρωση διαμηνυει κοροναιος μενουμεσπιτι,1,0,0
προς γιατρου μεθ εχετε βγαλω ασπροπροσωπους πανδημιος υγει,2,0,0
τσιρκο εισαγγελεα ασχολειται μονο παπαριες πολιτικη προστασι,4,0,1
τσιρκο εισαγγελεα ασχολειται μονο παπαριες,4,0,1
λιγος λογια μενω σπιτι εγινε αυθορμητως ενα ατυπος δημοψηφισμας δικος δημοψηφισμας λαος ψηφομαι ψηφομαι χωρα ψηφομαι πρωθυπουργο ελλαδας,2,1,0
κορονιος ποιος ακουσε ιατρικος τμημαα χωρα ζητουσαν δωσω ενα μερο εκατ ευρω υποσχεθηκε ιδιωτικα νοσοκομεια εργαστηρι αντιμετωπιση κορονοιου,1,0,0
κινητες μοναδε ετοιμες μεχρι πασχα τσιρκο,2,0,0
παγκοσμιος ημερο υγεια βρηκε υπουργο κικιλια πρωθυπουργο πανδημιος παγκοσμιος ημερο υγεια καραντινα απατεωνες,1,0,0
ουπσ τσιρκο,1,0,0
αφωνια ελλειψει μετρας ατομικης προστασια αφωνια απεναντι πραγματας πρακτικες δυσχεραινω ηδη δυσκολη αναμετρηση απεναντι ευαγγελισμος,3,0,0
ηρωα λευκες πρασινες μπλουζες ηλθαν αντιμετωποι αστυνομικες δυναμει κληθηκαν διαλυσω συγκεντρωσει υγειονομικων ευαγγελισμο επειδη κομματικη διοικηση προσπαθει επιβαλλω αφωνια,4,0,0
σημερα ομως ευχαριστω χειροκροτηματα προς ηρωα λευκες πρασινες μπλουζες ξεχαστηκαν,3,0,0
βασικα ολος δωρεες εχει μαζεψω αντιμετωπιση,1,0,0
καθε μερο βγαινω διαβεβαιωνω κυβερνητικοι προσλαμβανουν γιατρου νοσηλευτες νοσοκομεια διαμαρτυρομαι ελλειψει προσωπικο προστατευτικα μεσα ηρωα κατασταση κοροιδιας,3,0,0
ευχαριστω ελληνικη ουσιαστικη στηριξη εταιρεια κρουαζιερα μενουμεσπιτι,2,0,0
ελλαδα ελλαδα δεη επικαιροτητας κορονιος δωρεο ξενα κολλυβα,4,0,0
εχουν παγωσω λογω επενδυσει ελλαδα ειπε αδωνις πριν επενδυτα εκαναν ουρες οπως συνταξιουχος τραπεζα,3,0,0
μηνυμας αυγενακη παγκοσμιος ημερο υγεια υγει πανδημιος,1,0,0
τηλεδιασκεψη σακελλαροπουλου τεταρτη πτδ,1,0,0
πετσας συνεχισω ετσι πιο αισιοδοξοι μαιο υγει πανδημιος,2,0,0
σχεδιο σταδιακης αποκλιμακωση μετρα ημερομηνιες οροσημος γραφει γιαννης καμπουρακης πανδημιος,1,0,0
προς ομογενει ηπο υπευθυνοτηα πειθαρχια περιπετει περασω πανδημιος,2,1,0
μειωσει ετοιμαζει φυγω απευθεια πραγματικη οικονομι,1,0,0
δυσκολος πραγματας οικονομι μενουμεστοσπιτι μενω ψευτες συριζος ξεφτιλες κορονιος,3,0,0
χαος τουρκια αφο υπουργειο εσωτερικο τουρκιας ανακοινωσε μια ωρη απαγορευση κυκλοφορια ολους ανθρωποι βγηκαν δρομου φοβουνται διοτι γνωριζω ψευδομαι ασυστολα μενω σπιτι,3,1,1
δω συγκρητικα ιδια μεγεθη τσιρκο κορονιος,4,0,0
τοσο αληθειος νουμερος σημιτη εβαλαν ονε απατεωνες απατη μενουμεσπιτι,4,0,0
ας εξηγησω γιατι μια επεβαλε μενω σπιτι πολιτα πλειστες οικονομικες δραστηριοτητε,4,1,0
σανο σανο σανο αληθινη ειδηση ενημερωση απατεωνα μενουμεσπιτι απατη ξεφτιλες,4,0,0
δυστυχως ανησυχιες προβληματισμος επιβεβαιωθηκαν μεσω θανατος ενος νεος συνανθρωπου γυναικειε φυλακα ελαιωνα θηβας φυλακα,3,0,0
κυπρος οικονομικη κριση δυστυχως περικοπα μισθα δημοσιο δεν μπορω αποφευχθω σιγουρας ομως πριν οποιεσδηποτε περικοπα μισθα πρεπει προσαρμοσω περιορισουν δαπανες εξοδας,3,0,0
απερριψε τροπολογιο κατεθεσε πεμπτη συριζος παραταση προστασια πρωτης κατοικια,1,0,0
λαρομαι δημιουργηθω πολει χωρα ευθυνη εχω τσιοδρας εμμονη μην εφαρμοζει οδηγιε μαζικος τεστ απομονωση θετικος ιδιο λαθος εκανε ιταλια,3,0,0
πληρωσει ολη λαρισα επειδη ακομη μια φερθηκε επιπολαια γι ακομη μια φορο δεν μπορεσε βαλω ρομα ταξη μη χασω ψηφου,3,1,0
βουτσης προς πρεπει λογαριαστουμε λογαριαστουμε τωρο χωρις απειλη μελλον κοροναιος μενουμεσπιτι,1,0,0
οταν ξεφτιλιζει αριστους τσιρκο ρ τσιοδρα κουλη καπιταλισμο ολοκληρος,4,0,0
στ πετσας εμεις δεν εκμεταλλευομαστε κριση ελεγξουμε αρμους εξουσια υγει πανδημιος,1,0,0
