tweet,label,#pos,#neg
δεν χωρ οπαδ στιγμ μπροστ ανθρωπιστ κρις ερχ προεχ στηριξ εργαζομεν δημος συστημ υγει μπραβ πανω απ ολ ανθρωπ μενουμεσπιτ κοροναι,2,1,1
καναλαρχ διαβαζ σκεφτ βασιλικ βασιλ ουτε προτειν καν,4,0,0
καν πραξ ηθικ ατομ ευθυν υγει πανδημ,1,1,0
αρχις μια ζητ μοιραζ χρημ τσουβαλ αλλ οχι μνημον κτλ λεφτοδεντρ μοιραζ ρε ανευθυν βρωμοκομμουν προδοτ,4,0,1
δεν υπηρχ επρεπ εφευρ εβρ μεταναστευτ απαγορευς κυκλοφορ μμε παραιτ ανικαν θελατ τσιρκ εχ πολλ χαλ,1,0,0
τομ υγει δεν καν ος μπορ ος πρεπ μενουμεσπιτ απαγορευσηκυκλοφορ,2,0,0
εξεταζ μια συσφιξ χρον μετακινης μενουμεσπιτ απαγορευσηκυκλοφορ,1,0,0
ερωτης εο κκε προς πριμοδοτ ανεξελεγκτ δρας μονοπωλ βαρ περιβαλλοντ δημος υγει μενουμεσπιτ,4,0,1
περιορισμ μετακινης επομεν βημ εξεταζ μετακινης,1,0,0
νε δεσμ μετρ υψ δις ευρ στηριξ τοπ οικονομ ανακοινως σλοβεν πανδημ,2,0,0
γαλλ γιατρ μηνυς ψευδ ισχυρισμ ητ ετοιμ αντιμετωπις επιδημ κορων,1,0,0
ασχολ καθ κλεισμεν σπιτ παιδ συνεχιζ ακαθεκτ λαθροεπικισμ χωρ αφροασιατ ξεβρας θαλασς μκ,4,0,0
επιδομ οποι μερ ουτως αλλως δεν αρκ δεν δικα μελ μικρ επιχειρης οε πανω εργαζομεν παιρν ποδοσφαιριστ εθν μετρ στηριξ επιδομ θελατ,4,0,0
κουβ αναστελλ αφιξ διεθν πτης πλαισι μετρ αποτραπ περαιτερ εξαπλως πανδημ κορονοι παραλληλ ανακοινως ακυρως γιορτ εργατ πρωτομαγ αβαν,1,0,0
διαβαζ απορ καποι μικρ αριθμ κρουσμ ρως συγκρατ βι εν νευρ γελ ενθυμουμεν τσερνομπιλ ρως σοβιετ δηλων δυο νεκρ,4,1,1
συμφων οχι μον εχ εκλειψ λογ αναστολ υποβολ ασυλ γιν αποδεχτ αναδρομ εν μες γαλαζαι οπαδ αδιαφορ κλειστ συνορ εταξ,4,0,2
συγγνωμ εχ καν μον τεστ ρε παιδ κοροιδευ δεν εχ ιδε καταστας ιο χωρ τσιρκ,4,0,2
αντιπολιτευτ επιθες ζαιοτρολλς δουλευ καλ θεμ ημερ πες κρατ γερ τσιπρ ξεφτιλ μενουμεσπιτ μεν σπιτ τσιρκ,4,1,0
ισπαν ζητ κοινοβουλ εγκριν παρατας καταστας εκτακτ αναγκ λογ δυο εβδομαδ εως απριλ,1,0,0
εχ παραγγειλ χρειαστ περισς χωρις τεστ δεν μπορ χαραξ,1,0,0
σπιτ πατουλ τρων χρυς κουταλ βεβαι πολ γιωργ χρυς ξεφτιλ μενουμεσπιτ μεν σπιτ τσιρκ,4,2,0
σφαιρ δεχτ νοσοκομει δεν κοντοζαμαν ειπ μειωθ επισκεψ επειδη λειτουργ καλ κεντρ υγει γτσσγ καραντιν,4,0,0
δεν ξερατ παιδ μη νομιζ κρατ γιν περισς τεστ δεν αληθει ειπ τσιοδρ στρατηγ ψαλτ γτμτμσγ καραντιν,4,0,0
μην ξεχας ξανα ψηφις παιδ,4,0,0
στελ κοιτ κοψ εξυπναδ ειδικ πατ χουντ οπως ανακοινως σημερ ακυρως χειρογραφ βεβαιως μειν ιστορ ως εκλεγμεν συντομ θητει,4,0,0
θεσσαλον κλειν παραλ σειχ βοηθουμεν μμε ξεφτιλ αφην ανοιχτ εργοστας οποι υπαρχ επιβεβαιωμεν κρουσμ τσιρκ,4,0,0
καλωσηρθατ μεσαιων μεν σπιτ τσιρκ χαρδαλ,4,1,0
υπευθυν κρουσμ θανατ ιδι πρωθυπουργ υπουργ υγει αρρωστ ολ αθανας υπευθυνοτητ οταν υπολογιζ μον μεν σπιτ,4,3,1
δεν πειθαρχ καποι μετρ ξεκαθαρ ψαχν κατακαραδημοκρατ μαλιστα στρεφ μεν εναντ δε χρησιμ ηλιθ διαιρειν βασιλευ δουλευ καλ ξεφτιλ μεν σπιτ απαγορευς κυκλοφορ καραντιν,4,1,0
οταν βασικ προβλημ δεν ηλιθιοτητ δημοσιογραφ ευρ τσιρκ αρδ μενουμεσπιτ,4,0,0
νε μετρ σχες μετακινης φερ επομεν ωρ πανδημ,1,0,0
ενες ρευστοτητ αγορ υψ δις ευρ ετοιμαζ πανδημ,2,0,0
γιατι δεν εχ νευρ σημερ πεθαν μεταναστευτ μεν σπιτ απαγορευς κυκλοφορ καραντιν ξεφτιλ,3,1,0
λεσβ δεκαδ προσφυγ ελε πανδημ τοπ φορ νιπτ χειρ επιμελως,1,0,1
τολμ δεν τολμ καν βημ βημ καταπατ βασικ ανθρωπιν δικαιωμ καλ μεταναστευτ μεν σπιτ απαγορευς κυκλοφορ καραντιν ξεφτιλ,4,2,0
ελβετ διευρυν εξους προκειμεν αναγκας εταιρ κατασκευας εξοπλισμ μαχ,1,0,0
επιτελ ερχ λιγ σπιτακ μεταναστευτ μεν σπιτ απαγορευς κυκλοφορ καραντιν ξεφτιλ,4,1,0
δεν πρεπ συγκριν ελλαδ ισπαν ας συγκριν χωρ βαλκαν τριτ χειρ επιδος τσιρκ λογαριαστ,3,0,0
λαθροσιχαμ σκ απ ριτσων τος κρουσμ πιαν γυριζ πισω ουτε λογ αρ προστιμ ελλην μεταναστευτ μεν σπιτ απαγορευς κυκλοφορ καραντιν ξεφτιλεσαγαπητ,4,1,1
περηφαν συμμετεχ δυσκολ ωρ εμπρακτ συστρατευ μαζ αλλ εταιρ τεχνολογ κυπριακ ενισχυς συστημ υγει χωρ,2,1,1
αγαπητ συγκρατουμεν μηπως υπολογ καν ληγ ποιν εριξ αυτ κατακαραδημοκρατ σαδιστ ψηφιζατ μεταναστευτ μεν σπιτ απαγορευς κυκλοφορ καραντιν ξεφτιλεσαγαπητ,4,1,2
σπιρτζ αφ δογματισμ επιδοτ εργας εργασιακ συριζ,1,0,0
δραγασακ αλλαξ ροτ εργασιακ συριζ,1,1,0
βρεταν διαγραφ χρε εσυ υπερβας,1,0,0
παρουσιας αυλ συνταγογραφης μια πρωτοβουλ κερδιζ ολ πανδημ υγει,2,0,0
υπεξ τελετ συμπαραστας ελλαδ ιταλ πανδημ υγει,2,0,0
παντως πιο γρηγορ αντανακλαστ δεν πρεπ εχ υπαρξ ξανα λαθρομεταναστευτ ακολουθ φων πολιτ ητ λαθρομεταναστευτ,2,0,0
κροατ ενεκριν νε μετρ στηριξ επιχειρης εργαζομεν πληττ κρις κορονοι πανδημ,2,0,0
πυλ νε περιοριστ μετρ σεναρ εξεταζ γιν εξοδ πασχ,1,0,0
περιοριστ μετρ ασυνεπ στοχαστρ κυβερνης πετς,1,0,0
πετς μετρ παρ ασυνεπ ωστε συνεπ μην νιως περιοριζ περαιτερ,1,0,0
δεν μπορ λειπ διαφημις πασχ αθλι κορον,3,0,0
οταν χαριζ εκατομμυρ ετης τελ συχνοτητ καλυπτ λαιβ χαλαου λογαριαστ μεταδος μηνυμ κοινωφελ ενημερως νομ υποχρεωτ,4,0,1
ελλειψ προστατευτ μες νοσοκομει αναγκας μαχομεν υγειονομ προσωπ ανεβ καγκελ αντιμετωπιζ παραδοσιακ μικροπολιτ τροπ επικοινωνιακ λογαριαστ μασκ,1,0,0
πηρ πισω αποφας μην πληρως υπαλληλ διν υποχρεωτ αδει εκμεταλλευομεν σχετ ρυθμις περας λογ κορνοι ζητ δημος συγγνωμ αρχ στας,2,1,2
ελλαδ επικαιροτητ υγει βολτ νοσοκομει σωτηρ παραδως υλ ωρ δημος συστημ υγει στεναζ,1,0,0
αυτ χαρδαλ περα απ σωζ διαχειριζ κρις ασχολειτα αντικειμεν ασχολ ηρεμ ρωτ μεν ψευτ τσιρκ απατεων,4,0,1
παρ ευρ κουλ λιγ μερ τσιρκ μενουμεστοσπιτ,1,0,0
κωστ τσιαρ αποφασιστικοτητ ταχυτητ αντεδρας ελλην εξαπλως κοροναι μενουμεσπιτ,2,0,0
γιατι καθημεριν κυβερνητ προπαγανδ δεν βαζ εν στατιστικολογ τσιορδ ηρεμ ρωτ μενουμεορθ μεν ψευτ τσιρκ ξεφτιλ,4,0,0
φυτει αναγνωσμ δημοσιογραφ εκλογ πολιτ,1,0,0
απελυς καν δυο χιλιαδ ψωμ αλατ ας παν ευχ παλα μασκαραδ τσιρκ μεταθαλογαριαστ,4,0,0
τσιοδρ,1,0,0
σαμαρ εκλεις νοσοκομει θυμαστ κυρι γεωργιαδ τελευται ετ μειωθ χρηματοδοτης προς νοσοκομει δις κοροναι μεν σπιτ απαγορευς κυκλοφορ,4,1,0
δεν εχ ξαναζ κατι τος εφιαλτ οσον αφορ ενημερως,3,0,0
σωτηρ παραδοθ χιλιαδ μασκ εξοπλισμ ευχαριστ πρωθυπουργ υγει,2,0,0
ευσημ εκαβ καταστας μεγιστ ετοιμοτητ εργαζομεν υγει,2,0,0
νοσοκομει σωτηρ υγει,1,0,0
εχ δεν αξιζ εχ αντιπολιτευς δεν αξιζ μενουμεορθ τσιρκ μεν σπιτ,4,1,0
καλ γραμμ ψυχολογ υποστηριξ χρειαζ βοηθει υγει,1,0,0
μεταφορ προιοντ φορτηγ αεροπλαν πλοι τρεν εχ διαταραχθ αντιμετωπιζ ελλειψ εταιρει επομεν μερ,1,0,0
πος απλωθ διχτ προστας μεχρι καλοκαιρ οικονομ πετς,1,0,0
εχουμεπολεμ οταν τελειως εχ επιπτως πολεμ κουλ καν εκλογ ωστε δυσκολ οικονομ μετρ παρ μια συνεργας απλ αναλογ κορον θεσσαλον συριζ τσερνομπιλ,3,0,0
δημητρ σιοβ ισπαν δεν ελαβ εγκαιρ μετρ,3,0,0
μεταφορ προιοντ φορτηγ αεροπλαν πλοι τρεν εχ διαταραχθ αντιμετωπιζ ελλειψ εταιρει επομεν μερ,1,0,0
υγει ελλαδ επικαιροτητ κορον εργ δημος δωρε υγει ολ λα καλυψ τωρ ολ αναγκ εσυ,2,0,0
πετς φρεναρ ιο δεν επιτρεπ εφησυχασμ πανδημ υγει,2,0,0
αγορας κοιν ευρωπαικ κυβερνης πατεντ τεστ εμβολ πανδημ υγει,2,0,0
νε μετρ μαΐου αυριαν γραφ γιανν καμπουρακ οικονομ πανδημ,1,0,0
μεταφορ προιοντ φορτηγ αεροπλαν πλοι τρεν εχ διαταραχθ αντιμετωπιζ ελλειψ εταιρει επομεν μερ,1,0,0
παρατας μετρ περιορισμ κυκλοφορ τουλαχιστον αλλ δυο εβδομαδ στοχ προφυλαξ πληθυσμ ανακοινως σλοβεν πανδημ,1,0,0
δλδ περιπου μην απληρωτ ζητ πρωτ γραμμ δεν εχ μεσα ατομ προστας γαντ μασκ αντισηπτ κλπ βγαιν κατηγορ λεγ ψευδ πληρωμεν βοηθει σπιτ,4,1,0
στηριξ εχ δεχθ πρωτογεν τομ χωρ πασχ μια πολ κρισιμ περιοδ κτηνοτροφ κτηνοτροφ,3,0,0
σημερ οφειλ βαλ πλατ στηριξ εργαζομεν επιχειρης οχι μαι ιουν πολλ εκ επιχειρης δε εχ ενδεχομενως δυνατοτητ ανοιξ παλι,4,0,1
επιδοτ ανεργ επιδοτ αναστολ συμβας βλεπ γαλλ επιδοτ μισθ ιδιωτ τομ πορτογαλ ισπαν επιδοτ μισθ εργαζομεν,4,0,0
καν σαν μη βλεπ χιλιαδ μακροχρον ανεργ αυτ χωρ χιλιαδ οικογενει στιγμ δεν εχ κανεν εσοδ πουθεν ανεργ,3,0,1
κεντρ δελτ ειδης εν κεντρ ελλαδ γιανν βουτσιν συνεπει εχ επιφερ εξαρς πανδημ κορονοι ενεργει κυβερνης συριζ,1,0,1
θανατ βρεταν μπορ φθας μεταξυ λε επιστημον συνεργαζ βρεταν πανδημ βρεταν,1,0,0
εγκληματ αδιαφορ δειχν ελλην παραγωγ ανοιξ δηλαδη αρχ καλλιεργητ περιοδ δεν στηριχθ αμες πρωτογεν τομ πεινας,4,0,1
εκτακτ κινητ βομβ λαθρομεταναστ λεγ φωναζ ως δεν ακουγ κρουσμ δομ μαλακας κεντρ πρω καραντιν θετικ βρεθ εν χρον αφγανιστ,3,1,0
ζω θεμ δεν κρατ καλ χαρτ παιζ καλ εν ασχημ φυλ καραντιν απαγορευς κυκλοφορ,1,0,1
υπουργ οικονομ χρηστ σταικουρ εξηγ μπορ διατηρ πακετ μετρ μαι ιουν πανδημ,1,0,0
πιο αυστηρ μετρ μετακινης μπλοκ παντου τσουχτερ προστιμ παραβατ μες χρηστ μενουμεστοσπιτ,1,0,0
επιτρεπ ντελιβερ οχι μεταφερθ αγι φω πορτ πορτ πολλ κλωτς ντροπ μενουμεστοσπιτ,4,0,2
δεν φταιν δημοσιογραφ ρε παιδ λε τος χρημ πες διαθες ριξ αγορ υγει δεν εχ μη τριβ χερ μη μια καλ κουβεντ ολ ομορφ βλεπ τος λεφτ,4,1,0
μεταφορ προιοντ φορτηγ αεροπλαν πλοι τρεν εχ διαταραχθ αντιμετωπιζ ελλειψ εταιρει επομεν μερ,1,0,0
εκτακτ κωδικ φετος αναστας πασχ καραντιν,1,0,0
τομ ητ αντιπολιτευς ητ σοβιετ τυπ τωρ χρησιμ ερ δουλεμ απαγορευσηκυκλοφορ κοροναι μενουμεστοσπιτ λογαριαστ ξεφτιλ,4,0,0
ας καποι υπουργ καρδ αρθρ αναφερ μετρ κοινων εξαπλως εφερ ως παραδειγμ ισπαν εργασιακ μετρ πηρ σαντσεθ υπερ εργαζομεν επιχειρης,4,0,0
επιμεν πολιτ αδρανει εχ σφιχταγκαλιας δηλαδη ατζεντ σεβ οποι ασυμβατ συμφεροντ ελλην οικονομ μικρ μεσαι επιχειρηματικοτητ παππ μενουμεορθ συριζ,3,0,0
επιμεν πολιτ αδρανει εχ σφιχταγκαλιας δηλαδη ατζεντ σεβ οποι ασυμβατ συμφεροντ ελλην οικονομ μικρ μεσαι επιχειρηματικοτητ παππ μενουμεορθ συριζ,3,0,0
συγχαρητηρ τζεφρ παιατ ελλην διαχειρις κρις κοροναι μενουμεσπιτ,2,0,0
ελλαδ επικαιροτητ εκπαιδευς παιδει προθεσμ υπουργει πετ εξω τηλεκπαιδευς χιλιαδ παιδ,3,0,1
δηλαδη αλλ αητ προτειν γυρν γυρ γυρ χρον ακολουθ κουλ μωυς μεχρι βρ γη επαγγελ ελα πορτοκαλ τοπ σουργελ τσιρκ μεν σπιτ,4,1,0
μια προκηρυξ απολυτως εικον εν παραθυρακ βρ βολεψ ελευθερ επαγγελματ,4,0,0
μια προκηρυξ απολυτως εικον εν παραθυρακ βρ βολεψ ελευθερ επαγγελματ,4,0,0
στηριξ οικονομ χρειαστ,2,0,0
τζανακοπουλ οφειλ ασχολ καταγγελ νοσοκομειακ προσωπ κοροναι μενουμεσπιτ,1,0,0
δρας ιουλ αυγουστ μετρ οποι πρεπ ληφθ πολλαπλας δε εχ ιδι αποτελεσμ θεμ εργας στραβ αρμενιζ εργασιακ οικονομ συριζ μενουμεορθ,3,0,0
κικιλ μεχρι στιγμ επιδημιολογ δεδομεν δικαιων πανδημ υγει,2,0,0
θελ αφ ουσιαστ παρακαταθηκ ολ πολιτ πανδημ υγει,2,0,0
λογαριαστ λεν συριζαι γιατι τωρ δεν προλαβαιν εχ φαΐ φωτι κορον,1,0,0
οφειλ ασχολ καταγγελ νοσοκομειακ προσωπ νοσοκομει,3,0,0
τηλεδιασκεψ σακελλαροπουλ πειθαρχ μετρ ωστε μαι καλ απριλ πανδημ υγει πτδ,2,0,0
καμ χαλαρως διαμηνυ κοροναι μενουμεσπιτ,1,0,0
προς γιατρ μεθ εχ βγαλ ασπροπροσωπ πανδημ υγει,2,0,0
τσιρκ εισαγγελ ασχολειτα μον παπαρ πολιτ προστας,4,0,1
τσιρκ εισαγγελ ασχολειτα μον παπαρ,4,0,1
λιγ λογι μεν σπιτ εγιν αυθορμητως εν ατυπ δημοψηφισμ δικ δημοψηφισμ λα ψηφις ψηφις χωρ ψηφις πρωθυπουργ ελλαδ,2,1,0
κορον ποι ακ ιατρ τμημ χωρ ζητ δως εν μερ εκατ ευρ υποσχεθ ιδιωτ νοσοκομει εργαστηρ αντιμετωπις κορονοι,1,0,0
κινητ μοναδ ετοιμ μεχρι πασχ τσιρκ,2,0,0
παγκοσμ ημερ υγει βρ υπουργ κικιλ πρωθυπουργ πανδημ παγκοσμ ημερ υγει καραντιν απατεων,1,0,0
ουπς τσιρκ,1,0,0
αφων ελλειψ μετρ ατομ προστας αφων απεναντ πραγμ πρακτ δυσχεραιν ηδη δυσκολ αναμετρης απεναντ ευαγγελισμ,3,0,0
ηρω λευκ πρασιν μπλουζ ηλθ αντιμετωπ αστυνομ δυναμ κλ διαλυς συγκεντρως υγειονομ ευαγγελισμ επειδη κομματ διοικης προσπαθ επιβαλλ αφων,4,0,0
σημερ ομως ευχαριστ χειροκροτημ προς ηρω λευκ πρασιν μπλουζ ξεχαστ,3,0,0
βασικ ολ δωρε εχ μαζεψ αντιμετωπις,1,0,0
καθε μερ βγαιν διαβεβαιων κυβερνητ προσλαμβαν γιατρ νοσηλευτ νοσοκομει διαμαρτυρ ελλειψ προσωπ προστατευτ μεσα ηρω καταστας κοροιδ,3,0,0
ευχαριστ ελλην ουσιαστ στηριξ εταιρει κρουαζιερ μενουμεσπιτ,2,0,0
ελλαδ ελλαδ δεη επικαιροτητ κορον δωρ ξεν κολλυβ,4,0,0
εχ παγως λογ επενδυς ελλαδ ειπ αδωνις πριν επενδυτ εκαν ουρ οπως συνταξιουχ τραπεζ,3,0,0
μηνυμ αυγενακ παγκοσμ ημερ υγει υγει πανδημ,1,0,0
τηλεδιασκεψ σακελλαροπουλ τεταρτ πτδ,1,0,0
πετς συνεχις ετσι πιο αισιοδοξ μαι υγει πανδημ,2,0,0
σχεδ σταδιακ αποκλιμακως μετρ ημερομην οροσημ γραφ γιανν καμπουρακ πανδημ,1,0,0
προς ομογεν ηπα υπευθυνοτητ πειθαρχ περιπετει περας πανδημ,2,1,0
μειως ετοιμαζ φυγ απευθει πραγματ οικονομ,1,0,0
δυσκολ πραγμ οικονομ μενουμεστοσπιτ μεν ψευτ συριζ ξεφτιλ κορον,3,0,0
χα τουρκ αφου υπουργει εσωτερ τουρκ ανακοινως μια ωρ απαγορευς κυκλοφορ ολ ανθρωπ βγ δρομ φοβ διοτ γνωριζ ψευδ ασυστολ μεν σπιτ,3,1,1
συγκρητ ιδι μεγεθ τσιρκ κορον,4,0,0
τος αληθει νουμερ σημιτ εβαλ ονε απατεων απατ μενουμεσπιτ,4,0,0
ας εξηγ γιατι μια επεβαλ μεν σπιτ πολιτ πλειστ οικονομ δραστηριοτητ,4,1,0
σαν σαν σαν αληθιν ειδης ενημερως απατεων μενουμεσπιτ απατ ξεφτιλ,4,0,0
δυστυχως ανησυχ προβληματισμ επιβεβαιωθ μες θανατ εν νε συνανθρωπ γυναικει φυλακ ελαιων θηβ φυλακ,3,0,0
κυπρ οικονομ κρις δυστυχως περικοπ μισθ δημος δεν μπορ αποφευχθ σιγουρ ομως πριν οποιεσδηποτ περικοπ μισθ πρεπ προσαρμ περιορις δαπαν εξοδ,3,0,0
απερριψ τροπολογ κατεθες πεμπτ συριζ παρατας προστας πρωτ κατοικ,1,0,0
λαρις δημιουργ πολ χωρ ευθυν εχ τσιοδρ εμμον μην εφαρμοζ οδηγ μαζ τεστ απομονως θετικ ιδι λαθ εκ ιταλ,3,0,0
πληρως ολ λαρις επειδη ακομ μια φερθ επιπολαι γι ακομ μια φορ δεν μπορες βαλ ρομ ταξ μη χας ψηφ,3,1,0
βουτς προς πρεπ λογαριαστ λογαριαστ τωρ χωρις απειλ μελλον κοροναι μενουμεσπιτ,1,0,0
οταν ξεφτιλιζ αριστ τσιρκ τσιοδρ κουλ καπιταλισμ ολοκληρ,4,0,0
στ πετς εμεις δεν εκμεταλλευ κρις ελεγξ αρμ εξους υγει πανδημ,1,0,0
τιμι πραμ χειραγωγης μμε απατεων εκ καμπαν μεν σπιτ αλλ κρατ χρημ τυπ ξεπαγων επιχορηγης εκ εφημεριδ ειχ αναστειλ δεκεμβρ,4,1,0
τιμι πραμ μεν σπιτ απατεων,4,1,0
τιμι απατεων επιδοτης εργ εχ ακυρωθ μες,4,0,0
σημερ παρασκευ αντεν γιωργ παπαδακ εκλεις εκκλης μεγαφων εκ ορθοδοξ ολ αληθει μεν ελλην,4,0,0
βρ ομοιοτητ τσιοδρ απαγορευσηκυκλοφορ απαγορευς κυκλοφορ καραντιν ελλαδ τσιρκ απατ κορωναι κορωναι ξεφτιλ,4,0,0
επιστρεψ οταν ηπα εε νατ δειχν πανικοβλητ ανικαν αντιμετωπις οταν τραμπ προτιμ στειλ μασκ ισραηλ φροντις πρωτιστως γιατρ πολιτ ηπα,4,0,0
πιστευ υποχωρ εξαπλως νε κορωναΐου χωρ ξεφτιλ τσιρκ κορωναι κορωναι κορωνοΐος απαγορευσηκυκλοφορ απαγορευς κυκλοφορ καραντιν,3,0,0
σας φαιν απαγορευς κυκλοφορ κοροναι κορον ελλαδ ξεφτιλ τσιρκ,3,0,0
αφου λοιπον κλανομεντιζ εκκλης ακυρων μια παλλαικ πλην ελαχιστ ψεκασμεν προσπαθει μην μαμι προτειν αυτοργανως πηλιν γιαουρτακ μπαλκον ξεμυτιζ λατερνοντυμεν φρατς ευλογην,4,0,0
αλεξ τσιπρ καλ κυριακ ψηφις προτας συριζ παρατας προστας πρωτ κατοικ,1,0,0
αλεξ τσιπρ καλ κυριακ ψηφις προτας συριζ παρατας προστας πρωτ κατοικ,1,0,0
μεταφορ προιοντ φορτηγ αεροπλαν πλοι τρεν εχ διαταραχθ αντιμετωπιζ ελλειψ εταιρει επομεν μερ,1,0,0
εν τυπ υπουργ συμβουλ τσιρκ θε ξεφτιλ χουντ ερχ πουτς λογαριαστ μεν σπιτ,4,1,0
βελτιων καταστας υγει συνεχις μετρ πανδημ επικεντρων βρεταν,1,0,0
τραπεζ αγγλ συμφων δανειζ χρημ προσωριν βρεταν δεν μπορ αντλ αμες κεφαλαι αγορ οπως ειχ καν,1,0,0
καλ εκκλης αναθεωρ επιταφ πασχ κοροναι μενουμεσπιτ,1,0,0
