tweet,label,#pos,#neg
θελ πρωτογεν τομ χωρ ειδικ τελευται ημερ πλησιαζ πασχ εκκλης κτηνοτροφ γιν πιο εντον βλεπ δυστυχως δεν εισακου ερνης οφ,3,0,0
βλεπ μεγαλ μεριδ συμπολιτ οπως οφ οτ δεν περιλαμβαν κανεν μετρ εξαγγελλ αποσπασματ ερνης,3,0,0
πριν ητ θεμ εθν πολιτ κοινων τωρ θεμ ζω θανατ,3,0,0
αποθεων ρως γενικ ελλην,2,0,0
απαγορευς τσιγαρ κυκλοφορ εκκλης κολυμπ δεν ξερ τωρ ακομ επιτρεπ αναπνο ξεφτιλ ιν,4,0,0
χιλιαδ ζω εξαρτωντα κρισιμ αποφας ανθρωπ δεν ξερ φορες ουτε μασκ,3,0,0
στ πετς πιο κρισιμ φας πολεμ ια ια ερνης,3,0,0
μεταξυ ειχ εδω δικ αδωνις βενζιν κυριολεκτ κατακρημνιστ,2,0,0
γιν μπανι θαλασς εξεταζ,1,0,0
εμπαιγμ κατηγορ δικηγορ,1,0,0
ισπαν συμφων εφημεριδ διατηρ λουκετ ποδοσφαιρ εως τελευται επιπεδ συναγερμ,1,0,0
αποψ απριλ σκληρ μην γραφ παπαγιαννιδ ια ερνης,3,0,0
κροατομουσουλμαν ομοσπονδ βοσν ερζεγοβιν ανακοινως πακετ μετρ υψ εκατομμυρ ευρ στηριξ επιχειρης νοικοκυρ ια,2,0,0
γιουκον καναδ ζητ σταματ μεταλλει λειτουργ εκατονταδ εργατ κυλιομεν βαρδ γιατι μεγαλ κινδυν μεταδος κοινοτητ χαλκιδ δεν κινδυν,1,0,0
βουλγαρ προτειν παρατας καταστας εκτακτ αναγκ αν,1,0,1
δασκαλ προς επειγοντως ανοιξτ σχολει προτ μαθητ μαθ σκεφτ εαυτ,4,0,0
βουλγαρ προτειν παρατας καταστας εκτακτ αναγκ μεχρι μαΐου πλαισι μετρ αντιμετωπις πανδημ,1,0,0
κοιταξτ εδω νουμερ ηπα σημερ ποσοστ αυξης πολιτει νοτ πομπε ανακοινως αμερικαν παιρν υγειονομ υλ ρως γιατι αποθεμ ηπα τελειως,3,0,0
μαλακ σκεφτ πλησιαζ επετει χρον διακυβερνης ηγετ κυμ τρομαζ αλλ επιφυλλας θε γκαντεμοσαυρ,4,0,1
υγει στιγμ παιζ παγκοσμ χρηματιστηρ ομολογ,4,0,1
ιταλ παρατειν επισημ μετρ προστας μεχρι απριλ εν σπιτ,1,1,0
αυστηρ μετρ μελετ αλλαζ δυνατοτητ εξοδ σπιτ χρον διαρκει βολτ ια,1,1,0
αυστηρ μετρ μελετ αλλαζ δυνατοτητ εξοδ σπιτ χρον διαρκει βολτ ια,1,1,0
πρωτ βλεπ συνωστισμ αντιδρ,3,0,0
πρωτ βλεπ συνωστισμ αντιδρ εν σπιτ ορευσηκυκλοφορ,3,1,0
αυστηρ περιορισμ μετακινης αποφασις γραφ γιανν καμπουρακ ης ερνης,1,0,0
δεν χωρ οπαδ στιγμ μπροστ ανθρωπιστ κρις ερχ προεχ στηριξ εργαζομεν δημος συστημ υγει μπραβ πανω απ ολ ανθρωπ,2,1,1
καναλαρχ διαβαζ σκεφτ βασιλικ βασιλ ουτε προτειν καν,4,0,0
ακ καν πραξ ηθικ ατομ ευθυν ια ια ερνης,1,1,0
αρχις μια ζητ μοιραζ χρημ τσουβαλ αλλ οχι μνημον κτλ λεφτοδεντρ μοιραζ ρε ανευθυν βρωμοκομμουν προδοτ,4,0,1
δεν υπηρχ επρεπ εφευρ εχ πολλ χαλ,1,0,0
τομ υγει δεν καν ος μπορ ος πρεπ ενουμεσπιτ,2,0,0
εξεταζ μια συσφιξ χρον μετακινης ενουμεσπιτ ορευσηκυκλοφορ,1,0,0
ερωτης εο προς πριμοδοτ ανεξελεγκτ δρας μονοπωλ βαρ περιβαλλοντ δημος υγει ενουμεσπιτ,4,0,1
περιορισμ μετακινης επομεν βημ εξεταζ ερνης ης,1,0,0
νε δεσμ μετρ υψ δις ευρ στηριξ τοπ οικονομ ανακοινως σλοβεν ια,2,0,0
ια γιατρ μηνυς ψευδ ισχυρισμ ητ ετοιμ αντιμετωπις επιδημ,1,0,0
ασχολ καθ κλεισμεν σπιτ παιδ συνεχιζ ακαθεκτ λαθροεπικισμ χωρ αφροασιατ ξεβρας θαλασς,4,0,0
επιδομ οποι μερ ουτως αλλως δεν αρκ δεν δικα μελ μικρ επιχειρης οε πανω εργαζομεν παιρν ποδοσφαιριστ εθν μετρ στηριξ,4,0,0
κουβ αναστελλ αφιξ διεθν πτης πλαισι μετρ αποτραπ περαιτερ εξαπλως πανδημ παραλληλ ανακοινως ακυρως γιορτ εργατ πρωτομαγ αβαν,1,0,0
διαβαζ απορ καποι μικρ αριθμ κρουσμ ρως συγκρατ βι εν νευρ γελ ενθυμουμεν τσερνομπιλ ρως σοβιετ δηλων δυο νεκρ,4,1,1
συμφων οχι μον εχ εκλειψ λογ αναστολ υποβολ ασυλ γιν αποδεχτ αναδρομ εν μες γαλαζαι οπαδ αδιαφορ κλειστ συνορ εταξ,4,0,2
συγγνωμ εχ καν μον τεστ ρε παιδ κοροιδευ δεν εχ ιδε καταστας ιο χωρ,4,0,2
αντιπολιτευτ επιθες ζαιοτρολλς δουλευ καλ θεμ ημερ πες κρατ γερ τσιπρ,4,0,0
ισπαν ζητ κοινοβουλ εγκριν παρατας καταστας εκτακτ αναγκ λογ δυο εβδομαδ εως απριλ,1,0,0
εχ παραγγειλ χρειαστ περισς χωρις τεστ δεν μπορ χαραξ,1,0,0
σπιτ πατουλ τρων χρυς κουταλ βεβαι πολ γιωργ χρυς,4,1,0
σφαιρ δεχτ νοσοκομει δεν αν ειπ μειωθ επισκεψ επειδη λειτουργ καλ κεντρ υγει γτσσγ,4,0,0
δεν ξερατ παιδ μη νομιζ κρατ γιν περισς δεν αληθει ειπ οδρ στρατηγ ψαλτ γτμτμσγ,4,0,0
μην ξεχας ξανα ψηφις παιδ,4,0,0
στελ κοιτ κοψ εξυπναδ ειδικ πατ χουντ οπως ανακοινως σημερ ακυρως χειρογραφ βεβαιως μειν ιστορ ως εκλεγμεν συντομ θητει,4,0,0
θεσσαλον κλειν παραλ σειχ βοηθουμεν ιλ αφην ανοιχτ εργοστας οποι υπαρχ επιβεβαιωμεν κρουσμ,4,0,0
καλωσηρθατ μεσαιων,4,0,0
υπευθυν κρουσμ θανατ ιδι πρωθυπουργ υπουργ υγει αρρωστ ολ αθανας υπευθυνοτητ οταν υπολογιζ μον ιτ,4,2,1
δεν πειθαρχ καποι μετρ ξεκαθαρ ψαχν κατακαραδημοκρατ μαλιστα στρεφ μεν εναντ δε χρησιμ ηλιθ διαιρειν βασιλευ δουλευ καλ ιν,4,0,0
οταν βασικ προβλημ δεν ηλιθιοτητ δημοσιογραφ ευρ,4,0,0
νε μετρ σχες μετακινης φερ επομεν ωρ,1,0,0
ενες ρευστοτητ αγορ υψ δις ευρ ετοιμαζ,2,0,0
γιατι δεν εχ νευρ σημερ πεθαν ιν,3,0,0
λεσβ δεκαδ προσφυγ ελε πανδημ τοπ φορ νιπτ χειρ επιμελως,1,0,1
τολμ δεν τολμ καν βημ βημ καταπατ βασικ ανθρωπιν δικαιωμ καλ ιν,4,1,0
ια διευρυν εξους προκειμεν αναγκας εταιρ κατασκευας εξοπλισμ μαχ,1,0,0
επιτελ ερχ λιγ σπιτακ ιν,4,0,0
δεν πρεπ συγκριν ελλαδ ισπαν ας συγκριν χωρ βαλκαν τριτ χειρ επιδος,3,0,0
λαθροσιχαμ σκ απ ριτσων τος κρουσμ πιαν γυριζ πισω ουτε λογ αρ προστιμ ελλην ιν,4,0,1
περηφαν συμμετεχ δυσκολ ωρ εμπρακτ συστρατευ μαζ αλλ εταιρ τεχνολογ κυπριακ ενισχυς συστημ υγει χωρ,2,1,1
αγαπητ συγκρατουμεν μηπως υπολογ καν ληγ ποιν εριξ αυτ κατακαραδημοκρατ σαδιστ ψηφιζατ ιν,4,0,2
ιρτζ αφ δογματισμ επιδοτ εργας,1,0,0
ακ αλλαξ ροτ,1,1,0
βρεταν διαγραφ χρε εσυ,1,0,0
ακ παρουσιας αυλ συνταγογραφης μια πρωτοβουλ κερδιζ ολ ια ια ερνης,2,0,0
υπεξ τελετ συμπαραστας ελλαδ ιταλ ια ια ερνης,2,0,0
παντως πιο γρηγορ αντανακλαστ δεν πρεπ εχ υπαρξ ξανα λαθρομεταναστευτ ακολουθ φων πολιτ ητ,2,0,0
κροατ ενεκριν νε μετρ στηριξ επιχειρης εργαζομεν πληττ κρις ια,2,0,0
πυλ νε περιοριστ μετρ σεναρ εξεταζ γιν εξοδ πασχ,1,0,0
περιοριστ μετρ ασυνεπ στοχαστρ κυβερνης ερνης ετς,1,0,0
ετς μετρ παρ ασυνεπ ωστε συνεπ μην νιως περιοριζ περαιτερ ερνης,1,0,0
δεν μπορ λειπ διαφημις πασχ αθλι,3,0,0
οταν χαριζ εκατομμυρ ετης τελ συχνοτητ καλυπτ λαιβ χαλαου μεταδος μηνυμ κοινωφελ ενημερως νομ υποχρεωτ,4,0,1
ελλειψ προστατευτ μες νοσοκομει αναγκας μαχομεν υγειονομ προσωπ ανεβ καγκελ αντιμετωπιζ παραδοσιακ μικροπολιτ τροπ επικοινωνιακ ακ,1,0,0
πηρ πισω αποφας μην πληρως υπαλληλ διν υποχρεωτ αδει εκμεταλλευομεν σχετ ρυθμις περας λογ νοι ζητ δημος συγγνωμ αρχ στας,2,1,2
οτητ βολτ νοσοκομει σωτηρ παραδως υλ ωρ δημος συστημ υγει στεναζ,1,0,0
αυτ περα απ σωζ διαχειριζ κρις ασχολειτα αντικειμεν ασχολ ηρεμ ρωτ,4,0,1
παρ ευρ κουλ λιγ μερ,1,0,0
κωστ τσιαρ αποφασιστικοτητ ταχυτητ αντεδρας ελλην εξαπλως,2,0,0
γιατι καθημεριν κυβερνητ προπαγανδ δεν βαζ εν στατιστικολογ ηρεμ ρωτ,4,0,0
φυτει αναγνωσμ αφοι ες ερνης ιτ,1,0,0
απελυς καν δυο χιλιαδ ψωμ αλατ ας παν ευχ παλα αδ,4,0,0
σαμαρ εκλεις νοσοκομει θυμαστ κυρι γεωργιαδ τελευται ετ μειωθ χρηματοδοτης προς νοσοκομει δις αι εν σπιτ ορευς κυκλοφορ,4,1,0
δεν εχ ξαναζ κατι τος εφιαλτ οσον αφορ ενημερως,3,0,0
σωτηρ παραδοθ χιλιαδ μασκ εξοπλισμ ευχαριστ πρωθυπουργ ια ερνης ακ,2,0,0
ευσημ εκαβ καταστας μεγιστ ετοιμοτητ εργαζομεν ια ερνης ακ,2,0,0
νοσοκομει σωτηρ ια ερνης,1,0,0
εχ δεν αξιζ εχ αντιπολιτευς δεν αξιζ,4,0,0
ακ καλ γραμμ ψυχολογ υποστηριξ χρειαζ βοηθει ια ερνης,1,0,0
ες προιοντ φορτηγ αεροπλαν πλοι τρεν εχ διαταραχθ αντιμετωπιζ ελλειψ εταιρει επομεν μερ,1,0,0
πος απλωθ διχτ προστας μεχρι καλοκαιρ ια ερνης ετς,1,0,0
οταν τελειως εχ επιπτως πολεμ κουλ καν εκλογ ωστε δυσκολ οικονομ μετρ παρ μια συνεργας απλ αναλογ θεσσαλον,3,0,0
δημητρ σιοβ ισπαν δεν ελαβ εγκαιρ μετρ,3,0,0
ες προιοντ φορτηγ αεροπλαν πλοι τρεν εχ διαταραχθ αντιμετωπιζ ελλειψ εταιρει επομεν μερ,1,0,0
ια οτητ ερνης εργ δημος δωρε υγει ολ λα καλυψ τωρ ολ αναγκ εσυ,2,0,0
ετς φρεναρ ιο δεν επιτρεπ εφησυχασμ ια ια ερνης,2,0,0
ακ αγορας κοιν ευρωπαικ κυβερνης πατεντ τεστ ολ ια ια ερνης,2,0,0
νε μετρ μαΐου αυριαν γραφ γιανν καμπουρακ ια ια ερνης,1,0,0
ες προιοντ φορτηγ αεροπλαν πλοι τρεν εχ διαταραχθ αντιμετωπιζ ελλειψ εταιρει επομεν μερ,1,0,0
παρατας μετρ περιορισμ κυκλοφορ τουλαχιστον αλλ δυο εβδομαδ στοχ προφυλαξ πληθυσμ ιο ανακοινως σλοβεν ια,1,0,0
δλδ περιπου μην απληρωτ ζητ πρωτ γραμμ δεν εχ μεσα ατομ προστας γαντ μασκ αντισηπτ κλπ βγαιν ερνης κατηγορ λεγ ψευδ πληρωμεν ηθει σπιτ,4,1,0
στηριξ εχ δεχθ πρωτογεν τομ χωρ πασχ μια πολ κρισιμ περιοδ κτηνοτροφ ερνης οφ,3,0,0
ερνης σημερ οφειλ βαλ πλατ στηριξ ομεν ης οχι μαι ιουν πολλ εκ επιχειρης δε εχ ενδεχομενως δυνατοτητ ανοιξ παλι,4,0,1
επιδοτ ια επιδοτ αναστολ συμβας βλεπ γαλλ επιδοτ μισθ ιδιωτ τομ πορτογαλ ισπαν επιδοτ μισθ ερνης ομεν,4,0,0
ερνης καν σαν μη βλεπ χιλιαδ μακροχρον ανεργ αυτ χωρ χιλιαδ οικογενει στιγμ δεν εχ κανεν εσοδ πουθεν ανεργ,3,0,1
κεντρ δελτ ειδης εν κεντρ ελλαδ γιανν βουτσιν συνεπει εχ επιφερ εξαρς πανδημ κορονοι ενεργει κυβερνης ερνης,1,0,1
θανατ βρεταν μπορ φθας μεταξυ λε επιστημον συνεργαζ βρεταν,1,0,0
εγκληματ αδιαφορ δειχν ερνης ελλην υς ανοιξ δηλαδη αρχ καλλιεργητ περιοδ δεν στηριχθ αμες ης τομ πεινας,4,0,1
εκτακτ κινητ βομβ λαθρομεταναστ λεγ φωναζ ως δεν ακουγ κρουσμ δομ μαλακας κεντρ πρω καραντιν θετικ βρεθ εν χρον αφγανιστ,3,1,0
ζω θεμ δεν κρατ καλ χαρτ παιζ καλ εν ασχημ φυλ,1,0,1
υπουργ οικονομ χρηστ σταικουρ εξηγ μπορ διατηρ πακετ μετρ μαι ιουν,1,0,0
πιο αυστηρ μετρ μετακινης μπλοκ παντου τσουχτερ προστιμ παραβατ μες χρηστ,1,0,0
επιτρεπ ντελιβερ οχι μεταφερθ αγι φω πορτ πορτ πολλ κλωτς ντροπ,4,0,2
δεν φταιν δημοσιογραφ ρε παιδ λε τος χρημ πες διαθες ριξ αγορ υγει δεν εχ μη τριβ χερ μη μια καλ κουβεντ ολ ομορφ βλεπ τος λεφτ,4,1,0
ες προιοντ φορτηγ αεροπλαν πλοι τρεν εχ διαταραχθ αντιμετωπιζ ελλειψ εταιρει επομεν μερ,1,0,0
εκτακτ κωδικ φετος αναστας,1,0,0
τομ ητ αντιπολιτευς ητ σοβιετ τυπ τωρ χρησιμ ερ δουλεμ,4,0,0
ας καποι υπουργ καρδ αρθρ αναφερ μετρ κοινων εξαπλως εφερ ως παραδειγμ ισπαν εργασιακ μετρ πηρ υπερ εργαζομεν επιχειρης,4,0,0
επιμεν πολιτ αδρανει εχ σφιχταγκαλιας δηλαδη ατζεντ σεβ οποι ασυμβατ συμφεροντ ελλην οικονομ μικρ μεσαι επιχειρηματικοτητ ας ενουμεορθ,3,0,0
επιμεν πολιτ αδρανει εχ σφιχταγκαλιας δηλαδη ατζεντ σεβ οποι ασυμβατ συμφεροντ ελλην οικονομ μικρ μεσαι επιχειρηματικοτητ ας ενουμεορθ,3,0,0
συγχαρητηρ τζεφρ παιατ ελλην διαχειρις κρις,2,0,0
αδ ιδευς ια προθεσμ υπουργει πετ εξω τηλεκπαιδευς χιλιαδ παιδ,3,0,1
δηλαδη αλλ αητ προτειν γυρν γυρ γυρ χρον ακολουθ μεχρι βρ γη επαγγελ ελα πορτοκαλ τοπ,4,0,0
μια προκηρυξ απολυτως εικον εν παραθυρακ βρ βολεψ ελευθερ επαγγελματ ερνης,4,0,0
μια προκηρυξ απολυτως εικον εν παραθυρακ βρ βολεψ ελευθερ επαγγελματ ερνης,4,0,0
στηριξ οικονομ χρειαστ,2,0,0
τζανακοπουλ οφειλ ασχολ καταγγελ νοσοκομειακ προσωπ,1,0,0
δρας ιουλ αυγουστ ετρ οποι πρεπ ληφθ πολλαπλας δε εχ ιδι αποτελεσμ θεμ εργας ερνης στραβ αρμενιζ ια ενουμεορθ,3,0,0
ιλ μεχρι στιγμ επιδημιολογ δεδομεν δικαιων ια ια ερνης,2,0,0
ακ θελ αφ ουσιαστ παρακαταθηκ ολ πολιτ ια ια ερνης,2,0,0
λεν συριζαι γιατι τωρ δεν προλαβαιν εχ φαΐ φωτι,1,0,0
οφειλ ασχολ καταγγελ νοσοκομειακ προσωπ ια,3,0,0
τηλεδιασκεψ σακελλαροπουλ πειθαρχ μετρ ωστε μαι καλ απριλ ια ια ερνης,2,0,0
καμ χαλαρως διαμηνυ,1,0,0
ακ προς γιατρ μεθ εχ βγαλ ασπροπροσωπ ια ια ερνης,2,0,0
εισαγγελ ασχολειτα μον παπαρ προστας,4,0,1
εισαγγελ ασχολειτα μον παπαρ,4,0,1
λιγ λογι μεν σπιτ εγιν αυθορμητως εν ατυπ δημοψηφισμ δικ δημοψηφισμ λα ψηφις ψηφις χωρ ψηφις πρωθυπουργ ελλαδ,2,1,0
ποι ακ ιατρ τμημ χωρ ζητ δως εν μερ εκατ ευρ υποσχεθ ιδιωτ νοσοκομει εργαστηρ αντιμετωπις κορονοι,1,0,0
κινητ μοναδ ετοιμ μεχρι πασχ,2,0,0
παγκοσμ ημερ υγει βρ υπουργ κικιλ πρωθυπουργ,1,0,0
ουπς,1,0,0
αφων ελλειψ μετρ ατομ προστας αφων απεναντ πραγμ πρακτ δυσχεραιν ηδη δυσκολ αναμετρης απεναντ ερνης ος,3,0,0
ηρω λευκ πρασιν μπλουζ ηλθ αντιμετωπ αστυνομ δυναμ κλ διαλυς συγκεντρως υγειονομ επειδη κομματ διοικης προσπαθ επιβαλλ αφων ερνης,4,0,0
σημερ ομως ευχαριστ χειροκροτημ προς ηρω λευκ πρασιν μπλουζ ξεχαστ ερνης,3,0,0
βασικ ολ δωρε εχ μαζεψ αντιμετωπις,1,0,0
καθε μερ βγαιν διαβεβαιων κυβερνητ προσλαμβαν γιατρ νοσηλευτ νοσοκομει διαμαρτυρ ελλειψ προσωπ προστατευτ μεσα ηρω καταστας κοροιδ,3,0,0
ευχαριστ ελλην ουσιαστ στηριξ εταιρει κρουαζιερ,2,0,0
αδ οτητ δωρ ξεν κολλυβ,4,0,0
εχ παγως λογ υς αδ ειπ αδωνις πριν επενδυτ εκαν ουρ οπως συνταξιουχ απεζ,3,0,0
μηνυμ αυγενακ παγκοσμ ημερ υγει ια ια ερνης,1,0,0
τηλεδιασκεψ σακελλαροπουλ τεταρτ ερνης,1,0,0
ετς συνεχις ετσι πιο αισιοδοξ μαι ια ια ερνης,2,0,0
σχεδ σταδιακ αποκλιμακως μετρ ημερομην οροσημ γραφ γιανν καμπουρακ ερνης ια,1,0,0
ακ προς ομογεν ηπα υπευθυνοτητ πειθαρχ περιπετει περας ερνης ια,2,1,0
μειως ετοιμαζ ερνης φυγ απευθει πραγματ οικονομ,1,0,0
δυσκολ πραγμ οικονομ,3,0,0
χα ια αφου υπουργει εσωτερ τουρκ ανακοινως μια ωρ απαγορευς κυκλοφορ ολ ανθρωπ βγ δρομ φοβ διοτ γνωριζ ψευδ ασυστολ,3,0,0
συγκρητ ιδι μεγεθ,4,0,0
τος αληθει νουμερ σημιτ εβαλ ονε ερνης απατ,4,0,0
ας εξηγ ερνης ακ γιατι μια επεβαλ εν σπιτ ιτ πλειστ ες δραστηριοτητ,4,1,0
σαν σαν σαν αληθιν ειδης ενημερως ερνης απατ,4,0,0
δυστυχως ανησυχ προβληματισμ επιβεβαιωθ μες θανατ εν νε συνανθρωπ φυλακ ελαιων ηβ ες ερνης,3,0,0
υπρ οικονομ κρις δυστυχως περικοπ μισθ δημος δεν μπορ αποφευχθ σιγουρ ομως πριν οποιεσδηποτ περικοπ μισθ πρεπ προσαρμ περιορις δαπαν εξοδ,3,0,0
απερριψ τροπολογ κατεθες πεμπτ παρατας προστας πρωτ κατοικ ερνης,1,0,0
δημιουργ πολ χωρ ευθυν εχ εμμον μην εφαρμοζ οδηγ μαζ τεστ απομονως θετικ ιδι λαθ εκ,3,0,0
πληρως ολ λαρις επειδη ακομ μια φερθ επιπολαι γι ακομ μια φορ δεν μπορες βαλ ρομ ταξ μη χας ψηφ,3,1,0
βουτς προς πρεπ λογαριαστ λογαριαστ τωρ χωρις απειλ μελλον,1,0,0
οταν ξεφτιλιζ αριστ ερνης τσιρκ καπιταλισμ ολοκληρ,4,0,0
στ ετς εμεις δεν εκμεταλλευ κρις ελεγξ αρμ εξους ια ια ερνης,1,0,0
τιμι πραμ ων εκ καμπαν αλλ κρατ χρημ τυπ ξεπαγων επιχορηγης εκ εφημεριδ ειχ αναστειλ δεκεμβρ,4,0,0
τιμι πραμ,4,0,0
τιμι ων επιδοτης εργ εχ ακυρωθ μες,4,0,0
σημερ παρασκευ αντεν γιωργ παπαδακ εκλεις εκκλης μεγαφων εκ ορθοδοξ ολ αληθει,4,0,0
βρ ομοιοτητ οδρ αδ ερνης ερνης απατ,4,0,0
επιστρεψ οταν δειχν πανικοβλητ ανικαν αντιμετωπις οταν προτιμ στειλ μασκ ηλ φροντις πρωτιστως γιατρ πολιτ,4,0,0
πιστευ υποχωρ εξαπλως νε κορωναΐου χωρ ΐος,3,0,0
σας φαιν αδ,3,0,0
αφου λοιπον κλανομεντιζ εκκλης ακυρων μια παλλαικ πλην ελαχιστ ψεκασμεν προσπαθει μην μαμι προτειν αυτοργανως πηλιν γιαουρτακ μπαλκον ξεμυτιζ λατερνοντυμεν φρατς ευλογην,4,0,0
αλεξ ιπρ καλ κυριακ ψηφις προτας παρατας προστας πρωτ κατοικ,1,0,0
αλεξ ιπρ καλ κυριακ ψηφις προτας παρατας προστας πρωτ κατοικ,1,0,0
ες προιοντ φορτηγ αεροπλαν πλοι τρεν εχ διαταραχθ αντιμετωπιζ ελλειψ εταιρει επομεν μερ,1,0,0
εν τυπ υπουργ συμβουλ θε,4,0,0
βελτιων καταστας υγει συνεχις μετρ πανδημ επικεντρων βρεταν,1,0,0
τραπεζ αγγλ συμφων δανειζ χρημ προσωριν βρεταν δεν μπορ αντλ αμες κεφαλαι αγορ οπως ειχ καν,1,0,0
καλ εκκλης αναθεωρ επιταφ,1,0,0
ακ σως μπορ φετιν τουριστ σεζον ια ος ερνης,1,0,0
στ ετς επικοινων εκκλης βρεθ μια φορμουλ μεγαλ εβδομαδ ια ια ερνης,1,0,0
επερχομεν κρις λογ εχ σαν μια ακομ ευκαιρ ενισχυς αυτ πραγματ εκπροσωπ δεν αλλ λιγ μεγαλ επιχειρηματ γνωστ ολιγαρχ πλουτ ια,3,0,0
αφορμ αναρτης χθες υποψηφ τελευται εκλογ γρηγορ ψαριαν,1,0,0
ια παρακαμπτ αγορ απευθει χρηματοδοτης ια ια,1,0,0
προβληματισμ μεγαλ παρασκευ,1,0,0
σχεδ μειως ενφ δικα πρεπ ισχυς αντιστοιχ ιδιοκτητ εχ ακινητ πλατφορμ βραχυχρον μισθωσησπληττ σκληρ μειως τουρισμ ερνης,1,0,0
συνεδριαζ σημερ επιτροπ κρις βρεταν κυβερνης θεμ παρατας μετρ καλ γνωστοποι στρατηγ εξοδ,1,0,0
προλαμβανειν καλ θεραπευειν γιατι αρνειτα αξιοποι μαξιλαρ δις αφ προηγουμεν στηριξ σημερ πραγματ οικονομ χωρ περιμεν ενουμεορθ,1,0,0
αδ οτητ δωρακ εκατομμυρ ομιλ κεκ κολεγ,1,0,0
ελλαδ επιβ κρουσμ νεκρ ολλανδ κρουσμ θανατ ωρ αυξης ισπαν βρεταν ηπα ξεπερν ιταλ αριθμ νεκρ στοχευ μαΐου χαλαρως περιοριστ μετρ,1,0,0
ελπιζ ευχ σας καταστραφ μην συμβ ας στεναχωρ πρεπ κοιτατ καθε μερ νουμερ μπας γιν καμμ καταστροφ καθε μερ του πος στραβ,2,0,0
κωμικοτραγ σοβαροτητ νηφαλιοτητ αφου ημερ θεωρ ως επιτυχ εχ ως νεκρ λογ τωρ θετ ημερομην στοχ χαλαρως μετρ μαι,1,0,0
θεωρ μαΐου ως μια ημερομην στοχ χαλαρως περιοριστ μετρ παναμερικαν επιπεδ,1,0,0
νομιζ πρεπ λαβ σοβαρ υποψη σιγκαπουρ αρχ καταφερ αντιμετωπις πολ αποτελεσματ εχας συνεχει,3,0,0
μετρ ιδιοκτητ κοροιδ καλ μην εξαγγειλ τιποτα πολλ ενοικ μερ επιβιως εξοφλ δανει μετρ αφορ μον πλους ιδιοκτητ ισως καλ μη γιν,3,0,1
αδωνις γεωργιαδ εν μαγ ραβδ διν καθεν καν αυτ καν αι ενουμεσπιτ ορευς κυκλοφορ,3,0,1
προεδρ ης σχεδιαζ αγορ εκατομμ τον τροφιμ αγροτ χωρις μεσαζοντ εδω αδ φοβ παχυν θαψ πρωτ κηπευτ πορτοκαλ φτας ευρ,3,0,0
οτ ελλην οικονομ περας μια μεγαλ δοκιμας επομεν διαστημ ελλην οικονομ πρεπ βγ αμες καραντιν εχ ολεθρ συνεπει,4,0,0
αδ ια ια μετρ επιβλ εχ πρωτ θυμ δημοκρατ,3,0,0
αδ μεθοδευ περικοπ μισθ δημος υπαλληλ,1,0,0
υφες πειν ανεργ ερχ ⲕⲟⲣϣⲛⲁⲓⲟⲥ ⲙⲉⲛⲟⲩⲙⲉⲥⲡⲓⲧⲓ αι ενουμεσπιτ ορευς κυκλοφορ,3,0,1
μηνυμ στελν ια ωπ μεν λεμ στειλτ τακτοποι δε καλ παιδ καν ζητ χωρις ανταλλαγμ,4,0,0
μετρ δεξ κυβερνης ιο αριστερ λεν χουντ ητ αριστερ εκ περιορισμ λεγσν δεξ ολοκληρωτισμ αι ενουμεσπιτ ορευς κυκλοφορ,3,0,0
