tweet,label,#pos,#neg
κοιταξτε εδω νουμερο ηπο σημερος δειτε ποσοστο αυξηση πολιτειε νοτου πομπεο ανακοινωσε αμερικανικη παιρνω υγειονομικος υλικο ρωσια γιατι αποθεματας ηπο τελειωσαν,3,0,0
μαλακα σκεφτομαι πλησιαζω επετειο χρονο διακυβερνηση ηγετη κυμ τρομαζω αλλο επιφυλλασω θεε γκαντεμοσαυρα,4,0,1
υγειος στιγμη παιζομαι παγκοσμιος χρηματιστηριο ομολογο,4,0,1
ιταλικη παρατεινει επισημος μετρο προστασια μεχρι απριλιο ενουμε σπιτι,1,1,0
αυστηροτερος μετρο μελετα αλλαζω δυνατοτητο εξοδο σπιτι χρονικη διαρκει βολτας ια,1,1,0
αυστηροτερος μετρο μελετα αλλαζω δυνατοτητο εξοδο σπιτι χρονικη διαρκει βολτας ια,1,1,0
πρωτα βλεπω συνωστισμο αντιδρα ιος,3,0,0
πρωτα βλεπω συνωστισμο αντιδρα ενουμε σπιτι ορευσηκυκλοφοριας,3,1,0
αυστηροτερους περιορισμου μετακινησει αποφασομαι γραφει γιαννης καμπουρακης ιο ησει ερνηση,1,0,0
δεν χωρανε οπαδικα στιγμη μπροστα ανθρωπιστικη κριση ερχομαι προεχει στηριξη εργαζομενα δημοσιος συστημα υγεια μπραβο πανω απ ολος ανθρωποι,2,1,1
καναλαρχες διαβαζω σκεφτομαι βασιλικοτερη βασιλεως ουτε προτεινε καν,4,0,0
ακης καναμε πραξη ηθικη ατομικης ευθυνης ιο ια ιας ερνηση,1,1,0
αρχομαι μια ζητανε μοιραζει χρημας τσουβαλι αλλη οχι μνημονιας κτλ λεφτοδεντρο μοιραζω ρε ανευθυνα βρωμοκομμουνια προδοτε,4,0,1
δεν υπηρχε επρεπε εφευρουμε εχω πολλος χαλι,1,0,0
τομεο υγεια δεν κανω οσο μπορω οσο πρεπει ενουμεσπιτι,2,0,0
εξεταζω μια συσφιξη χρονο μετακινησεων ενουμεσπιτι ορευσηκυκλοφοριας,1,0,0
ερωτηση εο προς πριμοδοτει ανεξελεγκτη δραση μονοπωλιων βαρο περιβαλλοντο δημοσιας υγεια ενουμεσπιτι,4,0,1
περιορισμοι μετακινησεο επομενος βημαα εξεταζω ιος ερνηση ησει,1,0,0
νεο δεσμη μετρο υψου δισ ευρω στηριξη τοπικης οικονομια ανακοινωσε σλοβενιας ιο ιας,2,0,0
ια γιατροι μηνυσαν ψευδει ισχυρισμους ηταν ετοιμη αντιμετωπισω επιδημιος ιο,1,0,0
ασχολουμαστε καθομαστε κλεισμενος σπιτι παιδιας συνεχιζω ακαθεκτος λαθροεπικισμο χωρα αφροασιατη ξεβρασει θαλασσα,4,0,0
επιδομα οποιος μερε ουτως αλλως δεν αρκει δεν δικαιουνται μελη μικρο επιχειρησεα οε πανω εργαζομενου παιρνω ποδοσφαιριστες εθνικης μετρο στηριξη,4,0,0
κουβος αναστελλει αφιξει διεθνος πτησεο πλαισιο μετρο αποτραπει περαιτερω εξαπλωση πανδημιας ιο παραλληλα ανακοινωσε ακυρωση γιορτη εργατικης πρωτομαγιας αβανα,1,0,0
διαβαζω αποριο καποιος μικρος αριθμο κρουσματων ρωσια συγκρατω βια ενα νευρικος γελιο ενθυμουμενος τσερνομπιλ ρωσικη σοβιετικη δηλωνε δυο νεκρου,4,1,1
συμφωνα οχι μονο εχω εκλειψει λογος αναστολης υποβολη ασυλο γινω αποδεχτες αναδρομικα εν μεσω γαλαζαιοι οπαδοι αδιαφορω κλειστος συνορο εταξαν,4,0,2
συγγνωμη εχουμε κανω μονος τεστ ρε παιδιας κοροιδευομαστε δεν εχω ιδεος κατασταση ιο χωρο,4,0,2
αντιπολιτευτικη επιθεση ζαιοτρολλς δουλευω καλος θεμο ημερα πεσω κρατα γερο τσιπρα,4,0,0
ισπανικη ζητησει κοινοβουλιο εγκρινω παραταση κατασταση εκτακτης αναγκη λογω δυο εβδομαδε εως απριλιο,1,0,0
εχω παραγγειλει χρειαστω περισσοτερος χωρις τεστ δεν μπορω χαραξει,1,0,0
σπιτι πατουλη τρωνε χρυσα κουταλια βεβαιη πολι γιωργου χρυσο,4,1,0
σφαιρο δεχτω νοσοκομειο δεν παω ανης ειπε μειωθηκαν επισκεψει επειδη λειτουργω καλυτερος κεντρο υγεια γτσσγ,4,0,0
δεν ξερατε παιδιας μη νομιζω κρατη γινομαι περισσοτερος δεν αληθειας ειπε οδρας στρατηγος ψαλτης γτμτμσγ,4,0,0
μην ξεχασω ξανα ψηφισω παιδιας ιος,4,0,0
στελιο κοιτα κοψει εξυπναδες ειδικα πατε χουντα οπως ανακοινωσες σημερας ακυρωσω χειρογραφες βεβαιωσεις μεινω ιστοριας ως εκλεγμενη συντομοτερη θητειας,4,0,0
θεσσαλονικη κλεινω παραλιας σειχ βοηθουμενος ιλες αφηνω ανοιχτος εργοστασιο οποιο υπαρχω επιβεβαιωμενο κρουσμα,4,0,0
καλωσηρθατε μεσαιωνο,4,0,0
υπευθυνη κρουσματας θανατους ιδιος πρωθυπουργο υπουργο υγεια αρρωστησαν ολα αθανασιος υπευθυνοτηα οταν υπολογιζεις μονο ιτι,4,2,1
δεν πειθαρχειτε καποιος μετρο ξεκαθαρα ψαχνομαι κατακαραδημοκρατικη μαλιστα στρεφει μεν εναντιος δε χρησιμοι ηλιθιος διαιρειν βασιλευε δουλευω καλα ινα,4,0,0
οταν βασικος προβλημο δεν ηλιθιοτηα δημοσιογραφιας ευρω,4,0,0
νεος μετρο σχεση μετακινησει φερω επομενας ωρας ιος,1,0,0
ενεση ρευστοτητας αγορας υψου δισ ευρω ετοιμαζει ιος,2,0,0
γιατι δεν εχω νευρο σημερα πεθανα ινα,3,0,0
λεσβος δεκαδες προσφυγε ελεος πανδημιας τοπικοι φορει νιπτουν χειρα επιμελως,1,0,1
τολμα δεν τολμησε κανεις βημας βημας καταπατα βασικοτερος ανθρωπινος δικαιωματας καλος ινα,4,1,0
ια διευρυνω εξουσιες προκειμενος αναγκασω εταιρια κατασκευασουν εξοπλισμο μαχη ιο,1,0,0
επιτελου ερχομαι δω λιγος σπιτακι ινα,4,0,0
δεν πρεπει συγκρινω ελλαδα ισπανια ας συγκρινω χωρα βαλκανικης τριτη χειροτερη επιδοση,3,0,0
λαθροσιχαματα σκανε απ ριτσωνος τοσος κρουσματας πιανω γυριζω πισω ουτε λογο αρι προστιμο ελληνες ινα,4,0,1
περηφανο συμμετεχω δυσκολη ωρας εμπρακτος συστρατευομαι μαζι αλλες εταιρια τεχνολογια κυπριακη ενισχυση συστημα υγεια χωρα,2,1,1
αγαπητος συγκρατουμενοι μηπως υπολογησε κανεις ληγει ποινη εριξε αυτος κατακαραδημοκρατης σαδιστης ψηφιζατε ινα,4,0,2
ιρτζης αφησω δογματισμους επιδοτησει εργασι ιο,1,0,0
ακη αλλαξω ροτα ιος,1,1,0
βρετανια διαγραφω χρεη εσυ,1,0,0
ακης παρουσιαση αυλη συνταγογραφησης μια πρωτοβουλι κερδιζω ολος ιος ια ιας ερνηση,2,0,0
υπεξ τελετη συμπαραστασης ελλαδας ιταλια ιο ια ιας ερνηση,2,0,0
παντως πιο γρηγορα αντανακλαστικα δεν πρεπει εχει υπαρξω ξανα λαθρομεταναστευτικο ακολουθουσε φωνη πολιτη ηταν,2,0,0
κροατιας ενεκρινε νεα μετρο στηριξη επιχειρησεα εργαζομενα πληττομαι κριση ιο ιο ιας,2,0,0
πυλος νεο περιοριστικα μετρο σεναριο εξεταζει γινω εξοδο πασχα,1,0,0
περιοριστικα μετρο ασυνεπεις στοχαστρο κυβερνηση ιο ερνηση ετσας,1,0,0
ετσας μετρο παρω ασυνεπεις ωστε συνεπει μην νιωσω περιοριζομαι περαιτερω ιος ερνηση,1,0,0
δεν μπορειτε πειτε λειπω διαφημισει πασχο αθλιες ιος,3,0,0
οταν χαριζω εκατομμυριας ετησια τελη συχνοτητων καλυπτω λαιβ χαλαουας μεταδοση μηνυματο κοινωφελους ενημερωση νομο υποχρεωτικη,4,0,1
ελλειψη προστατευτικων μεσο νοσοκομεια αναγκασε μαχομενο υγειονομικο προσωπικο ανεβει καγκελα αντιμετωπιζομαι παραδοσιακο μικροπολιτικο τροπο επικοινωνιακο ακη,1,0,0
πηρε πισω αποφαση μην πληρωσω υπαλληλου δινω υποχρεωτικη αδει εκμεταλλευομενη σχετικη ρυθμιση περασε λογω νοιου ζητησε δημοσιος συγγνωμη αρχικη σταση,2,1,2
οτηα βολτας νοσοκομειο σωτηρια παραδωσω υλικο ωρας δημοσιος συστημας υγεια στεναζει,1,0,0
αυ περα απ σωζει διαχειριζομαι κρισει ασχολειται αντικειμενο ασχολιας ηρεμα ρωταω,4,0,1
παρεις ευρω κουλη λιγες μερε,1,0,0
κωστας τσιαρας αποφασιστικοτητος ταχυτητας αντεδρασε ελληνικη εξαπλωση,2,0,0
γιατι καθημερινη κυβερνητικη προπαγανδα δεν βαζω εναν στατιστικολογο ηρεμο ρωταω,4,0,0
φυτειας αναγνωσμα αφος ες ερνηση ιτες,1,0,0
απελυσα κανα δυο χιλιαδε ψωμι αλατι ας παν ευχη παλια αδες,4,0,0
ιος,1,0,0
σαμαρα εκλεομαι νοσοκομεια θυμαστε κυριε γεωργιαδη τελευταια ετια μειωθηκε χρηματοδοτηση προς νοσοκομεια δις αιος ενουμε σπιτι ορευση κυκλοφορια,4,1,0
δεν εχω ξαναζησω κατι τοσο εφιαλτικος οσον αφορα ενημερωση,3,0,0
νοσ σωτηριος παραδοθηκαν χιλιαδε μασκες εξοπλισμο ευχαριστω πρωθυπουργου ιο ιας ερνηση ακης,2,0,0
ευσημο εκαβ κατασταση μεγιστης ετοιμοτητας εργαζομενοι ιος ια ερνηση ακης,2,0,0
νοσοκομειο σωτηρι ιο ια ερνηση,1,0,0
εχω δεν αξιζω εχω αντιπολιτευση δεν αξιζω,4,0,0
ακης καλομαι γραμμη ψυχολογικης υποστηριξη χρειαζομαι βοηθειας ιο ια ερνηση,1,0,0
ες προιοντο φορτηγο αεροπλανος πλοι τρενας εχουν διαταραχθει αντιμετωπιζω ελλειψει εταιρεια επομενη μερας,1,0,0
ποσο απλωθει διχτυ προστασια μεχρι καλοκαιρι ιο ια ερνηση ετσας,1,0,0
οταν τελειωσω εχω επιπτωσει πολεμο κουλη κανω εκλογα ωστε δυσκολα οικονομικος μετρο παρω μια συνεργασια απλης αναλογικης ιος θεσσαλονικης,3,0,0
δημητρης σιοβας ισπανικη δεν ελαβε εγκαιρα μετρο,3,0,0
ες προιοντο φορτηγο αεροπλανος πλοι τρενας εχουν διαταραχθει αντιμετωπιζω ελλειψει εταιρεια επομενη μερας,1,0,0
ια οτηα ιο ερνηση εργ ς δημοσιος δωρεαν υγεια ολος λαο καλυψη τωρο ολος αναγκο εσυ,2,0,0
ετσας φρεναραμε ιο δεν επιτρεπομαι εφησυχασμος ιος ια ιας ερνηση,2,0,0
ακη αγορασω κοινος ευρωπαικες κυβερνησει πατεντα τεστ ολια ιος ια ιας ερνηση,2,0,0
νεος μετρο μαΐου αυριανο γραφει γιαννης καμπουρακης ιος ια ιας ερνηση,1,0,0
ες προιοντο φορτηγο αεροπλανος πλοι τρενας εχουν διαταραχθει αντιμετωπιζω ελλειψει εταιρεια επομενη μερας,1,0,0
παραταση μετρο περιορισμο κυκλοφορια τουλαχιστον αλλες δυο εβδομαδε στοχος προφυλαξη πληθυσμο ιο ανακοινωσε σλοβενιας ιο ιας,1,0,0
δλδ περιπου μηνε απληρωτοι ζητω πρωτη γραμμη δεν εχω μεσα ατομικης προστασια γαντια μασκες αντισηπτικα κλπ βγαινω ερνηση κατηγορω λεγω ψευδομαι πληρωμενοι ηθειος σπιτι ιος,4,1,0
στηριξη εχω δεχθω πρωτογενης τομεα χωρα πασχα μια πολυ κρισιμη περιοδο κτηνοτροφους ερνηση οφοι ιος,3,0,0
ερνηση σημερος οφειλει βαλω πλατη στηριξει ομενους ησει οχι μαιο ιουνιο πολλε εκ επιχειρησεα δε εχω ενδεχομενως δυνατοτητο ανοιζω παλι ιος,4,0,1
επιδοτω ια επιδοτω αναστολες συμβασεο βλεπω γαλλια επιδοτω μισθος ιδιωτικος τομεο πορτογαλια ισπανια επιδοτω μισθα ερνηση ομενοι ιος,4,0,0
ερνηση κανω σαν μη βλεπω χιλιαδε μακροχρονια ανεργου αυτης χωρα χιλιαδες οικογενεια στιγμη δεν εχω κανενα εσοδο πουθενα ανεργος ιος,3,0,1
κεντρικος δελτιο ειδησεα ενα κεντρικης ελλαδας γιαννη βουτσινο συνεπειε εχω επιφερει εξαρση πανδημιας κορονοιου ενεργειε κυβερνηση ιο ερνηση,1,0,1
θανατοι βρετανια μπορουσαν φθασω μεταξυ λεω επιστημονα συνεργαζομαι βρετανικη ιος,1,0,0
εγκληματικη αδιαφορι δειχνω ερνηση ελληνε υ ανοιξη δηλαδη αρχη καλλιεργητικης περιοδο δεν στηριχθει αμεσα ης τομεα πεινασουμε,4,0,1
εκτακτος κινητες βομβε λαθρομεταναστες λεγαμε φωναζαμε ως δεν ακουγε κρουσμα δομη μαλακασας κεντρο πρωι καραντινα θετικος βρεθηκε ενας χρονο αφγανισταν,3,1,0
ζωη θεμα δεν κρατας καλος χαρτιο παιζω καλα ενα ασχημος φυλο,1,0,1
υπουργο οικονομικα χρηστος σταικουρας εξηγησε μπορω διατηρησω πακετο μετρο μαιο ιουνιο ιος,1,0,0
πιο αυστηρος μετρο μετακινησει μπλοκας παντου τσουχτερος προστιμο παραβατες μεσω χρηστη,1,0,0
επιτρεπομαι ντελιβερι οχι μεταφερθω αγιο φως πορα πορα πολλες κλωτσιε ντροπη,4,0,2
δεν φταινε δημοσιογραφοι ρε παιδιας λεω τοσος χρημαα πεσω διαθεση ριξει αγορας υγεια δεν εχω μη τριβω χεριας μη πω μια καλη κουβεντας ολους ομορφους βλεπω τοσος λεφα,4,1,0
ες προιοντο φορτηγο αεροπλανος πλοι τρενας εχουν διαταραχθει αντιμετωπιζω ελλειψει εταιρεια επομενη μερας,1,0,0
εκτακτος κωδικου φετος ανασταση,1,0,0
τομυ ηταν αντιπολιτευση ηταν σοβιετικου τυπο τωρο χρησιμες ερε δουλεμα,4,0,0
ας λέω καποιος υπουργο καρδια αρθρο αναφερομαι μετρο κοινωνικα εξαπλωση εφερε ως παραδειγμο ισπανια εργασιακος μετρο πηρε υπερ εργαζομενος επιχειρησεα,4,0,0
επιμενω πολιτικη αδρανεια εχω σφιχταγκαλιασω δηλαδη ατζεντα σεβ οποια ασυμβατη συμφεροντα ελληνικης οικονομια μικρης μεσαια επιχειρηματικοτητας ας ενουμεορθιοι,3,0,0
επιμενω πολιτικη αδρανεια εχω σφιχταγκαλιασω δηλαδη ατζεντα σεβ οποια ασυμβατη συμφεροντα ελληνικης οικονομια μικρης μεσαια επιχειρηματικοτητας ας ενουμεορθιοι,3,0,0
συγχαρητηρια τζεφρι παιατ ελληνικη διαχειριση κριση,2,0,0
αδα ιδευση ια προθεσμιες υπουργειου πετανε εξω τηλεκπαιδευση χιλιαδε παιδιας,3,0,1
δηλαδη αλλο αητο προτεινει γυρναμε γυρω γυρω χρονιας ακολουθωντας μεχρι βρω γη επαγγελια ελα πορτοκαλιας τοπο,4,0,0
μια προκηρυξη απολυτως εικονικη ενα παραθυρακι βρηκε βολεψει ελευθερους επαγγελματιες ερνηση,4,0,0
μια προκηρυξη απολυτως εικονικη ενα παραθυρακι βρηκε βολεψει ελευθερους επαγγελματιες ερνηση,4,0,0
στηριξει οικονομιος χρειαστει,2,0,0
τζανακοπουλος οφειλει ασχοληθω καταγγελιε νοσοκομειακο προσωπικο,1,0,0
δρασουμε ιουλιος αυγουστος ετρο οποια πρεπει ληφθω πολλαπλασιας δε εχω ιδιος αποτελεσμαα θεμα εργασια ερνηση στραβα αρμενιζει ια ιος ενουμεορθιοι,3,0,0
ιλιας μεχρι στιγμη επιδημιολογικα δεδομενας δικαιωνουν ιο ια ιας ερνηση,2,0,0
ακη θελω αφησω ουσιαστικη παρακαταθηκη ολους πολιτε ιος ια ιας ερνηση,2,0,0
λενε συριζαιος γιατι τωρο δεν προλαβαινουν εχω φαΐ φωτιο ιος,1,0,0
οφειλει ασχοληθω καταγγελιε νοσοκομειακο προσωπικο ια ιο,3,0,0
τηλεδιασκεψη σακελλαροπουλου πειθαρχια μετρο ωστε μαιος καλυτερος απριλιος ιος ια ιας ερνηση,2,0,0
καμια χαλαρωση διαμηνυει,1,0,0
ακη προς γιατρου μεθ εχετε βγαλω ασπροπροσωπους ιος ια ιας ερνηση,2,0,0
εισαγγελεα ασχολειται μονο παπαριες προστασι,4,0,1
εισαγγελεα ασχολειται μονο παπαριες,4,0,1
λιγος λογια μενω σπιτι εγινε αυθορμητως ενα ατυπος δημοψηφισμας δικος δημοψηφισμας λαος ψηφομαι ψηφομαι χωρα ψηφομαι πρωθυπουργο ελλαδας,2,1,0
ιος ποιος ακουσε ιατρικος τμημαα χωρα ζητουσαν δωσω ενα μερο εκατ ευρω υποσχεθηκε ιδιωτικα νοσοκομεια εργαστηριας αντιμετωπιση κορονοιου,1,0,0
κινητες μοναδα ετοιμες μεχρι πασχα,2,0,0
παγκοσμιος ημερο υγεια βρηκε υπουργο κικιλια πρωθυπουργο,1,0,0
ουπσ,1,0,0
αφωνια ελλειψει μετρο ατομικης προστασια αφωνια απεναντι πραγματας πρακτικες δυσχεραινω ηδη δυσκολη αναμετρηση απεναντι ερνηση ο ιος,3,0,0
ηρωα λευκες πρασινες μπλουζες ηλθαν αντιμετωποι αστυνομικες δυναμει κληθηκαν διαλυσω συγκεντρωσει υγειονομικων επειδη κομματικη διοικηση προσπαθει επιβαλλω αφωνιος ερνηση,4,0,0
σημερα ομως ευχαριστω χειροκροτηματα προς ηρωα λευκες πρασινες μπλουζες ξεχαστηκαν ερνηση,3,0,0
βασικα ολος δωρεες εχει μαζεψω αντιμετωπιση,1,0,0
καθε μερας βγαινω διαβεβαιωνω κυβερνητικοι προσλαμβανουν γιατρου νοσηλευτες νοσοκομεια διαμαρτυρομαι ελλειψει προσωπικο προστατευτικα μεσα ηρωα κατασταση κοροιδιας,3,0,0
ευχαριστω ελληνικη ουσιαστικη στηριξη εταιρεια κρουαζιερα,2,0,0
αδα οτηα ιο δωρεας ξενα κολλυβα,4,0,0
εχουν παγωσω λογω υσει αδα ειπε αδωνις πριν επενδυτα εκαναν ουρες οπως συνταξιουχοι απεζες ιος,3,0,0
μηνυμας αυγενακη παγκοσμιος ημερο υγεια ιο ια ιας ερνηση,1,0,0
τηλεδιασκεψη σακελλαροπουλου τεταρτη ιος ερνηση,1,0,0
ετσας συνεχισω ετσι πιο αισιοδοξοι μαιο ιο ια ιας ερνηση,2,0,0
σχεδιο σταδιακης αποκλιμακωση μετρο ημερομηνιες οροσημος γραφει γιαννης καμπουρακης ιος ερνηση ιας,1,0,0
ακη προς ομογενει ηπο υπευθυνοτηα πειθαρχια περιπετειας περασω ιος ερνηση ιας,2,1,0
μειωσει ετοιμαζει ερνηση φυγω απευθεια πραγματικη οικονομιο,1,0,0
δυσκολος πραγματας οικονομιο ιο,3,0,0
χαος ια αφο υπουργειο εσωτερικα τουρκιας ανακοινωσε μια ωρη απαγορευση κυκλοφορια ολους ανθρωποι βγηκαν δρομου φοβουνται διοτι γνωριζω ψευδομαι ασυστολα,3,0,0
δω συγκρητικα ιδια μεγεθη ιος,4,0,0
τοσο αληθειος νουμερος σημιτη εβαλαν ονε ερνηση απατη,4,0,0
ας εξηγησω ερνηση ακης γιατι μια επεβαλε ενουμε σπιτι ιτες πλειστες ες δραστηριοτητε ιος,4,1,0
σανο σανο σανο αληθινη ειδηση ενημερωση ερνηση απατη,4,0,0
δυστυχως ανησυχιες προβληματισμος επιβεβαιωθηκαν μεσω θανατος ενος νεος συνανθρωπου ιες φυλακε ελαιωνα ηβο ες ερνηση ιος,3,0,0
υπρος οικονομικη κριση δυστυχως περικοπα μισθα δημοσιο δεν μπορω αποφευχθω σιγουρο ομως πριν οποιεσδηποτε περικοπα μισθα πρεπει προσαρμοσω περιορισουν δαπανες εξοδας,3,0,0
απερριψε τροπολογιας κατεθεσε πεμπτη παραταση προστασια πρωτης κατοικιας ερνηση,1,0,0
δημιουργηθω πολει χωρα ευθυνη εχω εμμονη μην εφαρμοζει οδηγιε μαζικος τεστ απομονωση θετικος ιδιο λαθος εκανε,3,0,0
πληρωσει ολη λαρισα επειδη ακομη μια φερθηκε επιπολαια γι ακομη μια φορας δεν μπορεσε βαλω ρομα ταξη μη χασω ψηφου,3,1,0
βουτσης προς πρεπει λογαριαστουμε λογαριαστουμε τωρο χωρις απειλη μελλον,1,0,0
οταν ξεφτιλιζει αριστους ερνηση τσιρκο ρ καπιταλισμο ολοκληρος,4,0,0
στ ετσας εμεις δεν εκμεταλλευομαστε κριση ελεγξουμε αρμους εξουσια ιος ια ιας ερνηση,1,0,0
τιμια πραματας ωνες εκ καμπανιας αλλο κρατικος χρημας τυπος ξεπαγωνει επιχορηγηση εκ εφημεριδων ειχε αναστειλει δεκεμβριο,4,0,0
τιμια πραματας,4,0,0
τιμι ωνες επιδοτηση εργο εχει ακυρωθω μεσω,4,0,0
σημερος παρασκευη αντενα γιωργο παπαδακη εκλεομαι εκκλησιες μεγαφωνα εκανε ορθοδοξι ολη αληθειας,4,0,0
βρειτε ομοιοτητε οδρας αδα ερνηση ερνηση απατη ιος ιος,4,0,0
επιστρεψω οταν δειχνω πανικοβλητοι ανικανος αντιμετωπιση ιος οταν προτιμα στειλω μασκα ηλ φροντισω πρωτιστως γιατρου πολιτε,4,0,0
πιστευω υποχωρησω εξαπλωση νεος κορωναΐος χωρο ιο ΐο,3,0,0
σας φαινομαι ιος αδα,3,0,0
αφο λοιπον κλανομεντιζει εκκλησιες ακυρωνω μια παλλαικη πλην ελαχιστος ψεκασμενων προσπαθειας μην παω μαμιω προτεινω αυτοργανωση πηλινο γιαουρτακι μπαλκονι δειτε ξεμυτιζει λατερνοντυμενος φρατς ευλογην,4,0,0
αλεξη ιπρας καλω κυριακο ψηφισω προταση παραταση προστασια πρωτης κατοικια,1,0,0
αλεξη ιπρας καλω κυριακο ψηφισω προταση παραταση προστασια πρωτης κατοικια,1,0,0
ες προιοντο φορτηγο αεροπλανος πλοι τρενας εχουν διαταραχθει αντιμετωπιζω ελλειψει εταιρεια επομενη μερας,1,0,0
ενα τυπικος υπουργικο συμβουλιο ζω θεε,4,0,0
βελτιωνομαι κατασταση υγεια συνεχιση μετρο πανδημιος επικεντρωνομαι βρετανιας,1,0,0
τραπεζο αγγλιας συμφωνησε δανειζει χρημαα προσωρινας βρετανικη δεν μπορω αντλησω αμεσα κεφαλαιος αγορες οπως ειχε κανω,1,0,0
καλω εκκλησια αναθεωρησει επιταφιο,1,0,0
ακη σωσω μπορω φετινη τουριστικη σεζον ιο ια ος ερνηση,1,0,0
στ ετσας επικοινωνιο εκκλησια βρεθω μια φορμουλας μεγαλη εβδομαδο ιο ια ιας ερνηση,1,0,0
επερχομενη κριση λογω εχει δω σαν μια ακομη ευκαιριο ενισχυσει αυτου πραγματικα εκπροσωπω δεν αλλος λιγους μεγαλου επιχειρηματιε γνωστους ολιγαρχες πλουτος ιας,3,0,0
αφορμη αναρτηση χθες υποψηφιος τελευταιες εκλογα γρηγορη ψαριανου,1,0,0
ια παρακαμπτει αγορα απευθεια χρηματοδοτηση ιο ια ιας,1,0,0
προβληματισμο μεγαλη παρασκευη ιο,1,0,0
